# Region      : all 
# Cells       : 1
# Volume      : 2.500000e+01
# Time        	max(psi4)	max(psi5)	max(psi6)	max(psi7)	max(psi77)	max(psi777)	max(psi8)	max(psiIN)	max(T)	max(Xc)	max(XH2)	max(X1)	max(X2)	max(X3)	max(X4)	max(X5)	max(X6)	max(X7)	max(X77)	max(X777)	max(X8)	max(pH)	max(Hplus)	max(H2)	max(CO2)	max(amm)	max(CH4)
62            	4.880826e-03	2.212874e-03	3.437748e-02	3.395562e-03	3.412988e-03	6.723788e-03	2.952202e+00	1.030067e+02	3.080000e+02	2.027192e-01	4.174890e-02	2.027127e-03	2.027127e-03	2.533909e-03	8.923191e-02	6.649898e-02	6.993508e-02	3.547426e-02	5.867351e-02	1.349780e-02	8.647704e-03	7.000000e+00	1.000000e-04	1.523338e-04	3.648397e+01	3.000000e-02	3.840090e-01
63            	4.862063e-03	2.203889e-03	3.424628e-02	3.381566e-03	3.398554e-03	6.697687e-03	2.989893e+00	1.030067e+02	3.080000e+02	2.027838e-01	4.190989e-02	2.027774e-03	2.027774e-03	2.534717e-03	8.959941e-02	6.678861e-02	7.019355e-02	3.562438e-02	5.893622e-02	1.354963e-02	8.661130e-03	7.000000e+00	1.000000e-04	1.517737e-04	3.721318e+01	3.000000e-02	3.841708e-01
64            	4.843791e-03	2.195142e-03	3.411864e-02	3.367953e-03	3.384517e-03	6.672295e-03	3.027585e+00	1.030068e+02	3.080000e+02	2.028472e-01	4.206789e-02	2.028409e-03	2.028409e-03	2.535511e-03	8.996026e-02	6.707299e-02	7.044717e-02	3.577171e-02	5.919407e-02	1.360050e-02	8.674689e-03	7.000000e+00	1.000000e-04	1.512285e-04	3.794511e+01	3.000000e-02	3.843356e-01
65            	4.825995e-03	2.186627e-03	3.399445e-02	3.354710e-03	3.370862e-03	6.647585e-03	3.065278e+00	1.030069e+02	3.080000e+02	2.029094e-01	4.222298e-02	2.029032e-03	2.029032e-03	2.536290e-03	9.031458e-02	6.735222e-02	7.069604e-02	3.591630e-02	5.944715e-02	1.365041e-02	8.688379e-03	7.000000e+00	1.000000e-04	1.506976e-04	3.867969e+01	3.000000e-02	3.845031e-01
66            	4.808659e-03	2.178336e-03	3.387358e-02	3.341824e-03	3.357577e-03	6.623537e-03	3.102972e+00	1.030070e+02	3.080000e+02	2.029705e-01	4.237520e-02	2.029644e-03	2.029644e-03	2.537056e-03	9.066249e-02	6.762640e-02	7.094026e-02	3.605821e-02	5.969557e-02	1.369940e-02	8.702199e-03	7.000000e+00	1.000000e-04	1.501806e-04	3.941690e+01	3.000000e-02	3.846733e-01
67            	4.791768e-03	2.170260e-03	3.375593e-02	3.329283e-03	3.344649e-03	6.600126e-03	3.140668e+00	1.030071e+02	3.080000e+02	2.030305e-01	4.252462e-02	2.030246e-03	2.030246e-03	2.537807e-03	9.100411e-02	6.789561e-02	7.117991e-02	3.619749e-02	5.993941e-02	1.374748e-02	8.716146e-03	7.000000e+00	1.000000e-04	1.496770e-04	4.015670e+01	3.000000e-02	3.848459e-01
68            	4.775308e-03	2.162393e-03	3.364137e-02	3.317075e-03	3.332065e-03	6.577331e-03	3.178364e+00	1.030072e+02	3.080000e+02	2.030894e-01	4.267128e-02	2.030836e-03	2.030836e-03	2.538545e-03	9.133954e-02	6.815995e-02	7.141509e-02	3.633418e-02	6.017874e-02	1.379466e-02	8.730219e-03	7.000000e+00	1.000000e-04	1.491863e-04	4.089903e+01	3.000000e-02	3.850208e-01
69            	4.759266e-03	2.154729e-03	3.352982e-02	3.305189e-03	3.319815e-03	6.555133e-03	3.216061e+00	1.030073e+02	3.080000e+02	2.031473e-01	4.281523e-02	2.031415e-03	2.031415e-03	2.539269e-03	9.166891e-02	6.841950e-02	7.164588e-02	3.646834e-02	6.041366e-02	1.384097e-02	8.744416e-03	7.000000e+00	1.000000e-04	1.487083e-04	4.164386e+01	3.000000e-02	3.851979e-01
70            	4.743627e-03	2.147260e-03	3.342117e-02	3.293614e-03	3.307887e-03	6.533510e-03	3.253759e+00	1.030073e+02	3.080000e+02	2.032041e-01	4.295654e-02	2.031984e-03	2.031984e-03	2.539980e-03	9.199232e-02	6.867435e-02	7.187237e-02	3.660002e-02	6.064426e-02	1.388642e-02	8.758734e-03	7.000000e+00	1.000000e-04	1.482424e-04	4.239116e+01	3.000000e-02	3.853770e-01
71            	4.728380e-03	2.139982e-03	3.331532e-02	3.282340e-03	3.296270e-03	6.512446e-03	3.291457e+00	1.030074e+02	3.080000e+02	2.032598e-01	4.309524e-02	2.032543e-03	2.032543e-03	2.540679e-03	9.230988e-02	6.892458e-02	7.209463e-02	3.672925e-02	6.087060e-02	1.393102e-02	8.773173e-03	7.000000e+00	1.000000e-04	1.477882e-04	4.314088e+01	3.000000e-02	3.855581e-01
72            	4.713512e-03	2.132886e-03	3.321219e-02	3.271358e-03	3.284955e-03	6.491920e-03	3.329155e+00	1.030075e+02	3.080000e+02	2.033146e-01	4.323139e-02	2.033092e-03	2.033092e-03	2.541365e-03	9.262170e-02	6.917029e-02	7.231276e-02	3.685610e-02	6.109277e-02	1.397480e-02	8.787731e-03	7.000000e+00	1.000000e-04	1.473455e-04	4.389299e+01	3.000000e-02	3.857409e-01
73            	4.699013e-03	2.125969e-03	3.311168e-02	3.260658e-03	3.273930e-03	6.471918e-03	3.366854e+00	1.030076e+02	3.080000e+02	2.033684e-01	4.336503e-02	2.033631e-03	2.033631e-03	2.542038e-03	9.292788e-02	6.941155e-02	7.252683e-02	3.698059e-02	6.131085e-02	1.401776e-02	8.802406e-03	7.000000e+00	1.000000e-04	1.469138e-04	4.464744e+01	3.000000e-02	3.859255e-01
74            	4.684869e-03	2.119224e-03	3.301372e-02	3.250230e-03	3.263189e-03	6.452421e-03	3.404552e+00	1.030077e+02	3.080000e+02	2.034212e-01	4.349621e-02	2.034160e-03	2.034160e-03	2.542699e-03	9.322853e-02	6.964844e-02	7.273692e-02	3.710279e-02	6.152492e-02	1.405993e-02	8.817196e-03	7.000000e+00	1.000000e-04	1.464928e-04	4.540421e+01	3.000000e-02	3.861117e-01
75            	4.671072e-03	2.112646e-03	3.291823e-02	3.240067e-03	3.252720e-03	6.433413e-03	3.442251e+00	1.030078e+02	3.080000e+02	2.034731e-01	4.362499e-02	2.034679e-03	2.034679e-03	2.543349e-03	9.352374e-02	6.988104e-02	7.294310e-02	3.722272e-02	6.173504e-02	1.410132e-02	8.832102e-03	7.000000e+00	1.000000e-04	1.460822e-04	4.616325e+01	3.000000e-02	3.862994e-01
76            	4.657610e-03	2.106231e-03	3.282511e-02	3.230160e-03	3.242516e-03	6.414881e-03	3.479949e+00	1.030079e+02	3.080000e+02	2.035240e-01	4.375139e-02	2.035189e-03	2.035189e-03	2.543987e-03	9.381361e-02	7.010943e-02	7.314546e-02	3.734044e-02	6.194130e-02	1.414194e-02	8.847120e-03	7.000000e+00	1.000000e-04	1.456817e-04	4.692453e+01	3.000000e-02	3.864885e-01
77            	4.644474e-03	2.099972e-03	3.273432e-02	3.220501e-03	3.232568e-03	6.396809e-03	3.517648e+00	1.030079e+02	3.080000e+02	2.035740e-01	4.387548e-02	2.035690e-03	2.035690e-03	2.544613e-03	9.409825e-02	7.033369e-02	7.334405e-02	3.745599e-02	6.214377e-02	1.418181e-02	8.862249e-03	7.000000e+00	1.000000e-04	1.452909e-04	4.768802e+01	3.000000e-02	3.866789e-01
78            	4.631654e-03	2.093866e-03	3.264576e-02	3.211082e-03	3.222869e-03	6.379182e-03	3.555345e+00	1.030080e+02	3.080000e+02	2.036231e-01	4.399728e-02	2.036182e-03	2.036182e-03	2.545228e-03	9.437773e-02	7.055388e-02	7.353897e-02	3.756940e-02	6.234251e-02	1.422094e-02	8.877489e-03	7.000000e+00	1.000000e-04	1.449096e-04	4.845369e+01	3.000000e-02	3.868705e-01
79            	4.619141e-03	2.087908e-03	3.255938e-02	3.201897e-03	3.213410e-03	6.361988e-03	3.593043e+00	1.030081e+02	3.080000e+02	2.036713e-01	4.411685e-02	2.036665e-03	2.036665e-03	2.545831e-03	9.465217e-02	7.077010e-02	7.373027e-02	3.768071e-02	6.253759e-02	1.425935e-02	8.892838e-03	7.000000e+00	1.000000e-04	1.445375e-04	4.922149e+01	3.000000e-02	3.870633e-01
80            	4.606926e-03	2.082094e-03	3.247511e-02	3.192937e-03	3.204185e-03	6.345214e-03	3.630739e+00	1.030082e+02	3.080000e+02	2.037187e-01	4.423423e-02	2.037140e-03	2.037140e-03	2.546424e-03	9.492165e-02	7.098240e-02	7.391802e-02	3.778998e-02	6.272909e-02	1.429705e-02	8.908295e-03	7.000000e+00	1.000000e-04	1.441743e-04	4.999140e+01	3.000000e-02	3.872571e-01
81            	4.595000e-03	2.076419e-03	3.239288e-02	3.184197e-03	3.195187e-03	6.328847e-03	3.668435e+00	1.030083e+02	3.080000e+02	2.037652e-01	4.434945e-02	2.037605e-03	2.037605e-03	2.547007e-03	9.518626e-02	7.119085e-02	7.410230e-02	3.789722e-02	6.291707e-02	1.433405e-02	8.923859e-03	7.000000e+00	1.000000e-04	1.438198e-04	5.076339e+01	3.000000e-02	3.874520e-01
82            	4.583355e-03	2.070879e-03	3.231264e-02	3.175669e-03	3.186408e-03	6.312874e-03	3.706129e+00	1.030084e+02	3.080000e+02	2.038108e-01	4.446256e-02	2.038063e-03	2.038063e-03	2.547579e-03	9.544609e-02	7.139554e-02	7.428317e-02	3.800249e-02	6.310160e-02	1.437037e-02	8.939529e-03	7.000000e+00	1.000000e-04	1.434737e-04	5.153743e+01	3.000000e-02	3.876478e-01
83            	4.571984e-03	2.065471e-03	3.223433e-02	3.167347e-03	3.177842e-03	6.297285e-03	3.743823e+00	1.030085e+02	3.080000e+02	2.038557e-01	4.457360e-02	2.038512e-03	2.038512e-03	2.548140e-03	9.570122e-02	7.159652e-02	7.446069e-02	3.810582e-02	6.328273e-02	1.440602e-02	8.955303e-03	7.000000e+00	1.000000e-04	1.431358e-04	5.231347e+01	3.000000e-02	3.878445e-01
84            	4.560878e-03	2.060190e-03	3.215789e-02	3.159226e-03	3.169483e-03	6.282069e-03	3.781515e+00	1.030085e+02	3.080000e+02	2.038997e-01	4.468260e-02	2.038954e-03	2.038954e-03	2.548692e-03	9.595174e-02	7.179386e-02	7.463493e-02	3.820725e-02	6.346054e-02	1.444101e-02	8.971181e-03	7.000000e+00	1.000000e-04	1.428058e-04	5.309150e+01	3.000000e-02	3.880420e-01
85            	4.550030e-03	2.055034e-03	3.208326e-02	3.151300e-03	3.161324e-03	6.267213e-03	3.819206e+00	1.030086e+02	3.080000e+02	2.039430e-01	4.478960e-02	2.039387e-03	2.039387e-03	2.549234e-03	9.619774e-02	7.198764e-02	7.480595e-02	3.830680e-02	6.363508e-02	1.447536e-02	8.987161e-03	7.000000e+00	1.000000e-04	1.424835e-04	5.387149e+01	3.000000e-02	3.882403e-01
86            	4.539433e-03	2.049998e-03	3.201040e-02	3.143562e-03	3.153361e-03	6.252709e-03	3.856895e+00	1.030087e+02	3.080000e+02	2.039855e-01	4.489465e-02	2.039812e-03	2.039812e-03	2.549766e-03	9.643929e-02	7.217791e-02	7.497381e-02	3.840452e-02	6.380642e-02	1.450908e-02	9.003243e-03	7.000000e+00	1.000000e-04	1.421687e-04	5.465340e+01	3.000000e-02	3.884393e-01
87            	4.529080e-03	2.045080e-03	3.193925e-02	3.136008e-03	3.145587e-03	6.238546e-03	3.894583e+00	1.030088e+02	3.080000e+02	2.040272e-01	4.499777e-02	2.040230e-03	2.040230e-03	2.550288e-03	9.667649e-02	7.236473e-02	7.513856e-02	3.850045e-02	6.397462e-02	1.454217e-02	9.019425e-03	7.000000e+00	1.000000e-04	1.418612e-04	5.543721e+01	3.000000e-02	3.886389e-01
88            	4.518964e-03	2.040275e-03	3.186977e-02	3.128632e-03	3.137997e-03	6.224715e-03	3.932269e+00	1.030089e+02	3.080000e+02	2.040682e-01	4.509901e-02	2.040641e-03	2.040641e-03	2.550801e-03	9.690939e-02	7.254818e-02	7.530028e-02	3.859460e-02	6.413972e-02	1.457465e-02	9.035707e-03	7.000000e+00	1.000000e-04	1.415608e-04	5.622288e+01	3.000000e-02	3.888391e-01
89            	4.509079e-03	2.035581e-03	3.180191e-02	3.121429e-03	3.130586e-03	6.211206e-03	3.969954e+00	1.030090e+02	3.080000e+02	2.041084e-01	4.519839e-02	2.041044e-03	2.041044e-03	2.551305e-03	9.713809e-02	7.272830e-02	7.545901e-02	3.868703e-02	6.430180e-02	1.460654e-02	9.052089e-03	7.000000e+00	1.000000e-04	1.412674e-04	5.701040e+01	3.000000e-02	3.890399e-01
90            	4.499419e-03	2.030995e-03	3.173562e-02	3.114395e-03	3.123349e-03	6.198010e-03	4.007636e+00	1.030091e+02	3.080000e+02	2.041479e-01	4.529596e-02	2.041440e-03	2.041440e-03	2.551800e-03	9.736266e-02	7.290517e-02	7.561482e-02	3.877775e-02	6.446090e-02	1.463784e-02	9.068568e-03	7.000000e+00	1.000000e-04	1.409806e-04	5.779973e+01	3.000000e-02	3.892413e-01
91            	4.489977e-03	2.026514e-03	3.167086e-02	3.107524e-03	3.116280e-03	6.185119e-03	4.045316e+00	1.030091e+02	3.080000e+02	2.041867e-01	4.539174e-02	2.041829e-03	2.041829e-03	2.552286e-03	9.758318e-02	7.307884e-02	7.576775e-02	3.886681e-02	6.461709e-02	1.466856e-02	9.085144e-03	7.000000e+00	1.000000e-04	1.407003e-04	5.859085e+01	3.000000e-02	3.894431e-01
92            	4.480749e-03	2.022135e-03	3.160759e-02	3.100812e-03	3.109376e-03	6.172525e-03	4.082994e+00	1.030092e+02	3.080000e+02	2.042249e-01	4.548577e-02	2.042211e-03	2.042211e-03	2.552764e-03	9.779971e-02	7.324937e-02	7.591787e-02	3.895423e-02	6.477041e-02	1.469872e-02	9.101817e-03	7.000000e+00	1.000000e-04	1.404264e-04	5.938374e+01	3.000000e-02	3.896454e-01
93            	4.471727e-03	2.017856e-03	3.154577e-02	3.094255e-03	3.102631e-03	6.160218e-03	4.120669e+00	1.030093e+02	3.080000e+02	2.042623e-01	4.557808e-02	2.042586e-03	2.042586e-03	2.553233e-03	9.801234e-02	7.341681e-02	7.606522e-02	3.904004e-02	6.492092e-02	1.472833e-02	9.118586e-03	7.000000e+00	1.000000e-04	1.401587e-04	6.017836e+01	3.000000e-02	3.898481e-01
94            	4.462907e-03	2.013673e-03	3.148536e-02	3.087849e-03	3.096041e-03	6.148192e-03	4.158342e+00	1.030094e+02	3.080000e+02	2.042991e-01	4.566870e-02	2.042954e-03	2.042954e-03	2.553693e-03	9.822112e-02	7.358123e-02	7.620985e-02	3.912427e-02	6.506867e-02	1.475739e-02	9.135450e-03	7.000000e+00	1.000000e-04	1.398970e-04	6.097469e+01	3.000000e-02	3.900511e-01
95            	4.454284e-03	2.009584e-03	3.142632e-02	3.081589e-03	3.089603e-03	6.136439e-03	4.196013e+00	1.030095e+02	3.080000e+02	2.043352e-01	4.575767e-02	2.043316e-03	2.043316e-03	2.554145e-03	9.842614e-02	7.374267e-02	7.635183e-02	3.920696e-02	6.521372e-02	1.478591e-02	9.152408e-03	7.000000e+00	1.000000e-04	1.396411e-04	6.177271e+01	3.000000e-02	3.902546e-01
96            	4.445852e-03	2.005586e-03	3.136861e-02	3.075472e-03	3.083311e-03	6.124952e-03	4.233681e+00	1.030096e+02	3.080000e+02	2.043707e-01	4.584502e-02	2.043672e-03	2.043672e-03	2.554590e-03	9.862745e-02	7.390119e-02	7.649119e-02	3.928812e-02	6.535610e-02	1.481391e-02	9.169459e-03	7.000000e+00	1.000000e-04	1.393910e-04	6.257240e+01	3.000000e-02	3.904583e-01
97            	4.437607e-03	2.001678e-03	3.131220e-02	3.069493e-03	3.077163e-03	6.113723e-03	4.271345e+00	1.030097e+02	3.080000e+02	2.044056e-01	4.593077e-02	2.044021e-03	2.044021e-03	2.555026e-03	9.882514e-02	7.405684e-02	7.662798e-02	3.936780e-02	6.549588e-02	1.484140e-02	9.186603e-03	7.000000e+00	1.000000e-04	1.391464e-04	6.337372e+01	3.000000e-02	3.906624e-01
98            	4.429543e-03	1.997857e-03	3.125706e-02	3.063649e-03	3.071153e-03	6.102746e-03	4.309007e+00	1.030098e+02	3.080000e+02	2.044398e-01	4.601495e-02	2.044364e-03	2.044364e-03	2.555455e-03	9.901925e-02	7.420968e-02	7.676227e-02	3.944602e-02	6.563310e-02	1.486839e-02	9.203840e-03	7.000000e+00	1.000000e-04	1.389072e-04	6.417667e+01	3.000000e-02	3.908667e-01
99            	4.421656e-03	1.994121e-03	3.120315e-02	3.057937e-03	3.065280e-03	6.092014e-03	4.346666e+00	1.030098e+02	3.080000e+02	2.044734e-01	4.609760e-02	2.044701e-03	2.044701e-03	2.555876e-03	9.920986e-02	7.435976e-02	7.689408e-02	3.952279e-02	6.576780e-02	1.489487e-02	9.221168e-03	7.000000e+00	1.000000e-04	1.386733e-04	6.498120e+01	3.000000e-02	3.910713e-01
100           	4.413941e-03	1.990467e-03	3.115043e-02	3.052353e-03	3.059538e-03	6.081520e-03	4.384322e+00	1.030099e+02	3.080000e+02	2.045064e-01	4.617874e-02	2.045032e-03	2.045032e-03	2.556290e-03	9.939703e-02	7.450712e-02	7.702347e-02	3.959816e-02	6.590004e-02	1.492088e-02	9.238588e-03	7.000000e+00	1.000000e-04	1.384446e-04	6.578731e+01	3.000000e-02	3.912761e-01
