# Region      : all 
# Cells       : 1
# Volume      : 2.500000e+01
# Time        	max(psi4)	max(psi5)	max(psi6)	max(psi7)	max(psi77)	max(psi777)	max(psi8)	max(psiIN)	max(T)	max(Xc)	max(XH2)	max(X1)	max(X2)	max(X3)	max(X4)	max(X5)	max(X6)	max(X7)	max(X77)	max(X777)	max(X8)	max(pH)	max(Hplus)	max(H2)	max(CO2)	max(amm)	max(CH4)
16            	6.844025e-03	3.172849e-03	2.194538e-01	5.031693e-03	5.085903e-03	1.643134e-02	1.104838e+00	1.030029e+02	3.080000e+02	1.975529e-01	2.653959e-02	1.975495e-03	1.975495e-03	2.469368e-03	6.249049e-02	4.543087e-02	3.802896e-02	2.430946e-02	3.926599e-02	9.348442e-03	8.250006e-03	7.000000e+00	1.000000e-04	4.156823e-04	6.818129e+00	3.000000e-02	3.285598e-01
17            	6.751103e-03	3.127096e-03	1.848310e-01	4.917340e-03	4.979769e-03	1.293799e-02	1.166674e+00	1.030029e+02	3.080000e+02	1.976508e-01	2.764590e-02	1.976376e-03	1.976376e-03	2.470470e-03	6.334052e-02	4.609968e-02	4.121909e-02	2.468042e-02	3.989826e-02	9.614160e-03	8.249990e-03	7.000000e+00	1.000000e-04	3.777622e-04	7.358683e+00	3.000000e-02	3.409433e-01
18            	6.665687e-03	3.084824e-03	1.529928e-01	4.829082e-03	4.893543e-03	1.104131e-02	1.225779e+00	1.030030e+02	3.080000e+02	1.978178e-01	2.864411e-02	1.977993e-03	1.977993e-03	2.472491e-03	6.417433e-02	4.675599e-02	4.415785e-02	2.503927e-02	4.051465e-02	9.811102e-03	8.250954e-03	7.000000e+00	1.000000e-04	3.431860e-04	7.905167e+00	3.000000e-02	3.514159e-01
19            	6.585772e-03	3.045170e-03	1.253191e-01	4.754253e-03	4.818199e-03	1.003257e-02	1.281660e+00	1.030031e+02	3.080000e+02	1.980184e-01	2.953126e-02	1.979976e-03	1.979976e-03	2.474970e-03	6.499300e-02	4.740054e-02	4.675702e-02	2.538900e-02	4.111773e-02	9.969004e-03	8.252772e-03	7.000000e+00	1.000000e-04	3.112997e-04	8.457428e+00	3.000000e-02	3.599896e-01
20            	6.510081e-03	3.007578e-03	1.025843e-01	4.687104e-03	4.749502e-03	9.485610e-03	1.334052e+00	1.030031e+02	3.080000e+02	1.982308e-01	3.030730e-02	1.982095e-03	1.982095e-03	2.477618e-03	6.579722e-02	4.803380e-02	4.897104e-02	2.573108e-02	4.170880e-02	1.010565e-02	8.255333e-03	7.000000e+00	1.000000e-04	2.826529e-04	9.015346e+00	3.000000e-02	3.667195e-01
21            	6.437795e-03	2.971686e-03	8.486881e-02	4.624905e-03	4.685362e-03	9.170012e-03	1.383036e+00	1.030032e+02	3.080000e+02	1.984415e-01	3.097881e-02	1.984207e-03	1.984207e-03	2.480259e-03	6.658742e-02	4.865608e-02	5.080218e-02	2.606621e-02	4.228861e-02	1.023065e-02	8.258541e-03	7.000000e+00	1.000000e-04	2.581772e-04	9.578815e+00	3.000000e-02	3.717610e-01
22            	6.368390e-03	2.937260e-03	7.168456e-02	4.566289e-03	4.624684e-03	8.968296e-03	1.428999e+00	1.030033e+02	3.080000e+02	1.986432e-01	3.155891e-02	1.986235e-03	1.986235e-03	2.482794e-03	6.736386e-02	4.926756e-02	5.229117e-02	2.639482e-02	4.285757e-02	1.034889e-02	8.262317e-03	7.000000e+00	1.000000e-04	2.383875e-04	1.014774e+01	3.000000e-02	3.753653e-01
23            	6.301541e-03	2.904149e-03	6.222537e-02	4.510525e-03	4.566856e-03	8.822590e-03	1.472503e+00	1.030034e+02	3.080000e+02	1.988324e-01	3.206432e-02	1.988140e-03	1.988140e-03	2.485176e-03	6.812675e-02	4.986839e-02	5.349946e-02	2.671712e-02	4.341597e-02	1.046281e-02	8.266599e-03	7.000000e+00	1.000000e-04	2.231259e-04	1.072203e+01	3.000000e-02	3.778313e-01
24            	6.237048e-03	2.872259e-03	5.561381e-02	4.457202e-03	4.511522e-03	8.704988e-03	1.514139e+00	1.030034e+02	3.080000e+02	1.990086e-01	3.251189e-02	1.989915e-03	1.989915e-03	2.487394e-03	6.887624e-02	5.045868e-02	5.449207e-02	2.703327e-02	4.396400e-02	1.057357e-02	8.271337e-03	7.000000e+00	1.000000e-04	2.117389e-04	1.130161e+01	3.000000e-02	3.794504e-01
25            	6.174790e-03	2.841527e-03	5.106305e-02	4.406075e-03	4.458461e-03	8.602230e-03	1.554432e+00	1.030035e+02	3.080000e+02	1.991724e-01	3.291628e-02	1.991565e-03	1.991565e-03	2.489457e-03	6.961247e-02	5.103855e-02	5.532658e-02	2.734340e-02	4.450183e-02	1.068176e-02	8.276494e-03	7.000000e+00	1.000000e-04	2.033815e-04	1.188637e+01	3.000000e-02	3.804714e-01
26            	6.114686e-03	2.811909e-03	4.794500e-02	4.356989e-03	4.407528e-03	8.508073e-03	1.593795e+00	1.030036e+02	3.080000e+02	1.993255e-01	3.328900e-02	1.993106e-03	1.993106e-03	2.491383e-03	7.033558e-02	5.160811e-02	5.604863e-02	2.764761e-02	4.502960e-02	1.078766e-02	8.282039e-03	7.000000e+00	1.000000e-04	1.972467e-04	1.247624e+01	3.000000e-02	3.810872e-01
27            	6.056670e-03	2.783366e-03	4.579499e-02	4.309835e-03	4.358614e-03	8.419589e-03	1.632535e+00	1.030037e+02	3.080000e+02	1.994695e-01	3.363853e-02	1.994555e-03	1.994555e-03	2.493193e-03	7.104574e-02	5.216749e-02	5.669192e-02	2.794599e-02	4.554748e-02	1.089140e-02	8.287949e-03	7.000000e+00	1.000000e-04	1.926736e-04	1.307112e+01	3.000000e-02	3.814384e-01
28            	6.000684e-03	2.755863e-03	4.428635e-02	4.264526e-03	4.311630e-03	8.335390e-03	1.670866e+00	1.030038e+02	3.080000e+02	1.996061e-01	3.397081e-02	1.995927e-03	1.995927e-03	2.494909e-03	7.174313e-02	5.271684e-02	5.728008e-02	2.823865e-02	4.605561e-02	1.099309e-02	8.294205e-03	7.000000e+00	1.000000e-04	1.891683e-04	1.367095e+01	3.000000e-02	3.816220e-01
29            	5.946664e-03	2.729363e-03	4.319735e-02	4.220984e-03	4.266494e-03	8.254793e-03	1.708933e+00	1.030039e+02	3.080000e+02	1.997365e-01	3.428992e-02	1.997237e-03	1.997237e-03	2.496546e-03	7.242792e-02	5.325628e-02	5.782922e-02	2.852568e-02	4.655417e-02	1.109278e-02	8.300791e-03	7.000000e+00	1.000000e-04	1.863825e-04	1.427562e+01	3.000000e-02	3.817036e-01
30            	5.894545e-03	2.703828e-03	4.238113e-02	4.179136e-03	4.223127e-03	8.177433e-03	1.746832e+00	1.030039e+02	3.080000e+02	1.998619e-01	3.459857e-02	1.998496e-03	1.998496e-03	2.498119e-03	7.310031e-02	5.378599e-02	5.835000e-02	2.880719e-02	4.704332e-02	1.119051e-02	8.307692e-03	7.000000e+00	1.000000e-04	1.840795e-04	1.488507e+01	3.000000e-02	3.817256e-01
31            	5.844257e-03	2.679220e-03	4.174212e-02	4.138909e-03	4.181451e-03	8.103084e-03	1.784626e+00	1.030040e+02	3.080000e+02	1.999831e-01	3.489857e-02	1.999712e-03	1.999712e-03	2.499640e-03	7.376051e-02	5.430611e-02	5.884946e-02	2.908328e-02	4.752324e-02	1.128633e-02	8.314896e-03	7.000000e+00	1.000000e-04	1.821028e-04	1.549921e+01	3.000000e-02	3.817156e-01
32            	5.795730e-03	2.655500e-03	4.121887e-02	4.100229e-03	4.141388e-03	8.031579e-03	1.822354e+00	1.030041e+02	3.080000e+02	2.001008e-01	3.519110e-02	2.000892e-03	2.000892e-03	2.501115e-03	7.440872e-02	5.481682e-02	5.933213e-02	2.935407e-02	4.799409e-02	1.138029e-02	8.322391e-03	7.000000e+00	1.000000e-04	1.803502e-04	1.611796e+01	3.000000e-02	3.816907e-01
33            	5.748892e-03	2.632630e-03	4.077227e-02	4.063025e-03	4.102862e-03	7.962777e-03	1.860042e+00	1.030042e+02	3.080000e+02	2.002154e-01	3.547697e-02	2.002041e-03	2.002041e-03	2.502551e-03	7.504516e-02	5.531827e-02	5.980099e-02	2.961966e-02	4.845606e-02	1.147241e-02	8.330167e-03	7.000000e+00	1.000000e-04	1.787558e-04	1.674124e+01	3.000000e-02	3.816617e-01
34            	5.703672e-03	2.610571e-03	4.037752e-02	4.027227e-03	4.065799e-03	7.896549e-03	1.897707e+00	1.030043e+02	3.080000e+02	2.003273e-01	3.575671e-02	2.003162e-03	2.003162e-03	2.503952e-03	7.567003e-02	5.581062e-02	6.025795e-02	2.988015e-02	4.890931e-02	1.156274e-02	8.338214e-03	7.000000e+00	1.000000e-04	1.772772e-04	1.736898e+01	3.000000e-02	3.816348e-01
35            	5.659999e-03	2.589288e-03	4.001900e-02	3.992767e-03	4.030127e-03	7.832772e-03	1.935357e+00	1.030044e+02	3.080000e+02	2.004366e-01	3.603072e-02	2.004258e-03	2.004258e-03	2.505323e-03	7.628354e-02	5.629404e-02	6.070431e-02	3.013564e-02	4.935402e-02	1.165131e-02	8.346524e-03	7.000000e+00	1.000000e-04	1.758871e-04	1.800110e+01	3.000000e-02	3.816140e-01
36            	5.617806e-03	2.568744e-03	3.968681e-02	3.959580e-03	3.995778e-03	7.771331e-03	1.972999e+00	1.030044e+02	3.080000e+02	2.005437e-01	3.629925e-02	2.005331e-03	2.005331e-03	2.506664e-03	7.688590e-02	5.676870e-02	6.114092e-02	3.038626e-02	4.979035e-02	1.173817e-02	8.355088e-03	7.000000e+00	1.000000e-04	1.745677e-04	1.863753e+01	3.000000e-02	3.816013e-01
37            	5.577029e-03	2.548907e-03	3.937469e-02	3.927602e-03	3.962688e-03	7.712112e-03	2.010638e+00	1.030045e+02	3.080000e+02	2.006486e-01	3.656252e-02	2.006382e-03	2.006382e-03	2.507977e-03	7.747731e-02	5.723473e-02	6.156837e-02	3.063208e-02	5.021848e-02	1.182335e-02	8.363898e-03	7.000000e+00	1.000000e-04	1.733076e-04	1.927819e+01	3.000000e-02	3.815979e-01
38            	5.537604e-03	2.529745e-03	3.907860e-02	3.896777e-03	3.930793e-03	7.655008e-03	2.048275e+00	1.030046e+02	3.080000e+02	2.007514e-01	3.682070e-02	2.007412e-03	2.007412e-03	2.509265e-03	7.805797e-02	5.769232e-02	6.198712e-02	3.087322e-02	5.063856e-02	1.190688e-02	8.372946e-03	7.000000e+00	1.000000e-04	1.720987e-04	1.992302e+01	3.000000e-02	3.816043e-01
39            	5.499474e-03	2.511226e-03	3.879593e-02	3.867046e-03	3.900037e-03	7.599919e-03	2.085912e+00	1.030047e+02	3.080000e+02	2.008522e-01	3.707392e-02	2.008422e-03	2.008422e-03	2.510528e-03	7.862807e-02	5.814160e-02	6.239748e-02	3.110977e-02	5.105076e-02	1.198881e-02	8.382226e-03	7.000000e+00	1.000000e-04	1.709356e-04	2.057194e+01	3.000000e-02	3.816205e-01
40            	5.462582e-03	2.493323e-03	3.852490e-02	3.838359e-03	3.870364e-03	7.546749e-03	2.123550e+00	1.030048e+02	3.080000e+02	2.009511e-01	3.732232e-02	2.009413e-03	2.009413e-03	2.511767e-03	7.918782e-02	5.858272e-02	6.279974e-02	3.134182e-02	5.145522e-02	1.206916e-02	8.391730e-03	7.000000e+00	1.000000e-04	1.698145e-04	2.122489e+01	3.000000e-02	3.816464e-01
41            	5.426874e-03	2.476008e-03	3.826430e-02	3.810665e-03	3.841723e-03	7.495406e-03	2.161191e+00	1.030049e+02	3.080000e+02	2.010482e-01	3.756600e-02	2.010385e-03	2.010385e-03	2.512982e-03	7.973741e-02	5.901585e-02	6.319411e-02	3.156946e-02	5.185211e-02	1.214798e-02	8.401453e-03	7.000000e+00	1.000000e-04	1.687321e-04	2.188179e+01	3.000000e-02	3.816818e-01
42            	5.392301e-03	2.459256e-03	3.801321e-02	3.783918e-03	3.814065e-03	7.445806e-03	2.198833e+00	1.030050e+02	3.080000e+02	2.011434e-01	3.780507e-02	2.011340e-03	2.011340e-03	2.514174e-03	8.027701e-02	5.944112e-02	6.358081e-02	3.179280e-02	5.224157e-02	1.222528e-02	8.411389e-03	7.000000e+00	1.000000e-04	1.676862e-04	2.254259e+01	3.000000e-02	3.817263e-01
43            	5.358815e-03	2.443042e-03	3.777097e-02	3.758074e-03	3.787345e-03	7.397868e-03	2.236477e+00	1.030050e+02	3.080000e+02	2.012369e-01	3.803962e-02	2.012276e-03	2.012276e-03	2.515345e-03	8.080681e-02	5.985867e-02	6.396001e-02	3.201190e-02	5.262375e-02	1.230110e-02	8.421532e-03	7.000000e+00	1.000000e-04	1.666747e-04	2.320721e+01	3.000000e-02	3.817796e-01
44            	5.326371e-03	2.427343e-03	3.753701e-02	3.733093e-03	3.761519e-03	7.351516e-03	2.274124e+00	1.030051e+02	3.080000e+02	2.013286e-01	3.826975e-02	2.013195e-03	2.013195e-03	2.516493e-03	8.132700e-02	6.026865e-02	6.433189e-02	3.222686e-02	5.299879e-02	1.237548e-02	8.431876e-03	7.000000e+00	1.000000e-04	1.656958e-04	2.387560e+01	3.000000e-02	3.818413e-01
45            	5.294926e-03	2.412139e-03	3.731088e-02	3.708934e-03	3.736548e-03	7.306680e-03	2.311774e+00	1.030052e+02	3.080000e+02	2.014186e-01	3.849555e-02	2.014097e-03	2.014097e-03	2.517621e-03	8.183775e-02	6.067119e-02	6.469661e-02	3.243777e-02	5.336682e-02	1.244845e-02	8.442416e-03	7.000000e+00	1.000000e-04	1.647481e-04	2.454769e+01	3.000000e-02	3.819110e-01
46            	5.264439e-03	2.397407e-03	3.709218e-02	3.685562e-03	3.712393e-03	7.263293e-03	2.349427e+00	1.030053e+02	3.080000e+02	2.015069e-01	3.871712e-02	2.014982e-03	2.014982e-03	2.518727e-03	8.233923e-02	6.106644e-02	6.505432e-02	3.264469e-02	5.372799e-02	1.252002e-02	8.453148e-03	7.000000e+00	1.000000e-04	1.638301e-04	2.522341e+01	3.000000e-02	3.819884e-01
47            	5.234872e-03	2.383129e-03	3.688056e-02	3.662942e-03	3.689019e-03	7.221290e-03	2.387082e+00	1.030054e+02	3.080000e+02	2.015937e-01	3.893452e-02	2.015851e-03	2.015851e-03	2.519813e-03	8.283161e-02	6.145452e-02	6.540518e-02	3.284772e-02	5.408243e-02	1.259024e-02	8.464067e-03	7.000000e+00	1.000000e-04	1.629405e-04	2.590272e+01	3.000000e-02	3.820731e-01
48            	5.206189e-03	2.369287e-03	3.667568e-02	3.641043e-03	3.666392e-03	7.180614e-03	2.424739e+00	1.030055e+02	3.080000e+02	2.016788e-01	3.914785e-02	2.016704e-03	2.016704e-03	2.520879e-03	8.331506e-02	6.183556e-02	6.574933e-02	3.304693e-02	5.443027e-02	1.265912e-02	8.475168e-03	7.000000e+00	1.000000e-04	1.620781e-04	2.658554e+01	3.000000e-02	3.821648e-01
49            	5.178355e-03	2.355862e-03	3.647724e-02	3.619832e-03	3.644481e-03	7.141206e-03	2.462400e+00	1.030056e+02	3.080000e+02	2.017624e-01	3.935719e-02	2.017541e-03	2.017541e-03	2.521926e-03	8.378975e-02	6.220969e-02	6.608691e-02	3.324240e-02	5.477163e-02	1.272671e-02	8.486448e-03	7.000000e+00	1.000000e-04	1.612419e-04	2.727183e+01	3.000000e-02	3.822630e-01
50            	5.151337e-03	2.342839e-03	3.628498e-02	3.599282e-03	3.623254e-03	7.103016e-03	2.500063e+00	1.030056e+02	3.080000e+02	2.018444e-01	3.956261e-02	2.018363e-03	2.018363e-03	2.522953e-03	8.425582e-02	6.257704e-02	6.641805e-02	3.343419e-02	5.510664e-02	1.279301e-02	8.497902e-03	7.000000e+00	1.000000e-04	1.604307e-04	2.796151e+01	3.000000e-02	3.823675e-01
51            	5.125105e-03	2.330202e-03	3.609863e-02	3.579365e-03	3.602684e-03	7.065992e-03	2.537729e+00	1.030057e+02	3.080000e+02	2.019249e-01	3.976420e-02	2.019169e-03	2.019169e-03	2.523962e-03	8.471345e-02	6.293773e-02	6.674289e-02	3.362239e-02	5.543543e-02	1.285806e-02	8.509526e-03	7.000000e+00	1.000000e-04	1.596436e-04	2.865455e+01	3.000000e-02	3.824780e-01
52            	5.099628e-03	2.317936e-03	3.591794e-02	3.560056e-03	3.582744e-03	7.030087e-03	2.575397e+00	1.030058e+02	3.080000e+02	2.020040e-01	3.996203e-02	2.019961e-03	2.019961e-03	2.524951e-03	8.516279e-02	6.329189e-02	6.706156e-02	3.380706e-02	5.575810e-02	1.292189e-02	8.521317e-03	7.000000e+00	1.000000e-04	1.588795e-04	2.935089e+01	3.000000e-02	3.825941e-01
53            	5.074878e-03	2.306026e-03	3.574268e-02	3.541329e-03	3.563408e-03	6.995257e-03	2.613068e+00	1.030059e+02	3.080000e+02	2.020816e-01	4.015617e-02	2.020739e-03	2.020739e-03	2.525923e-03	8.560398e-02	6.363962e-02	6.737419e-02	3.398827e-02	5.607479e-02	1.298451e-02	8.533272e-03	7.000000e+00	1.000000e-04	1.581377e-04	3.005046e+01	3.000000e-02	3.827156e-01
54            	5.050829e-03	2.294460e-03	3.557264e-02	3.523162e-03	3.544653e-03	6.961458e-03	2.650741e+00	1.030060e+02	3.080000e+02	2.021577e-01	4.034670e-02	2.021502e-03	2.021502e-03	2.526877e-03	8.603717e-02	6.398106e-02	6.768089e-02	3.416610e-02	5.638560e-02	1.304596e-02	8.545386e-03	7.000000e+00	1.000000e-04	1.574172e-04	3.075322e+01	3.000000e-02	3.828422e-01
55            	5.027455e-03	2.283224e-03	3.540761e-02	3.505533e-03	3.526455e-03	6.928651e-03	2.688416e+00	1.030061e+02	3.080000e+02	2.022325e-01	4.053368e-02	2.022251e-03	2.022251e-03	2.527814e-03	8.646252e-02	6.431630e-02	6.798179e-02	3.434059e-02	5.669065e-02	1.310625e-02	8.557657e-03	7.000000e+00	1.000000e-04	1.567173e-04	3.145911e+01	3.000000e-02	3.829736e-01
56            	5.004731e-03	2.272307e-03	3.524739e-02	3.488421e-03	3.508793e-03	6.896797e-03	2.726094e+00	1.030061e+02	3.080000e+02	2.023060e-01	4.071719e-02	2.022987e-03	2.022987e-03	2.528733e-03	8.688016e-02	6.464547e-02	6.827700e-02	3.451183e-02	5.699004e-02	1.316540e-02	8.570082e-03	7.000000e+00	1.000000e-04	1.560372e-04	3.216809e+01	3.000000e-02	3.831096e-01
57            	4.982635e-03	2.261696e-03	3.509181e-02	3.471806e-03	3.491646e-03	6.865861e-03	2.763774e+00	1.030062e+02	3.080000e+02	2.023780e-01	4.089728e-02	2.023709e-03	2.023709e-03	2.529636e-03	8.729024e-02	6.496868e-02	6.856664e-02	3.467988e-02	5.728388e-02	1.322345e-02	8.582658e-03	7.000000e+00	1.000000e-04	1.553761e-04	3.288010e+01	3.000000e-02	3.832500e-01
58            	4.961145e-03	2.251381e-03	3.494067e-02	3.455669e-03	3.474994e-03	6.835807e-03	2.801456e+00	1.030063e+02	3.080000e+02	2.024488e-01	4.107404e-02	2.024418e-03	2.024418e-03	2.530522e-03	8.769290e-02	6.528603e-02	6.885082e-02	3.484478e-02	5.757228e-02	1.328041e-02	8.595382e-03	7.000000e+00	1.000000e-04	1.547335e-04	3.359509e+01	3.000000e-02	3.833944e-01
59            	4.940238e-03	2.241351e-03	3.479383e-02	3.439993e-03	3.458820e-03	6.806604e-03	2.839140e+00	1.030064e+02	3.080000e+02	2.025183e-01	4.124752e-02	2.025114e-03	2.025114e-03	2.531392e-03	8.808826e-02	6.559763e-02	6.912965e-02	3.500662e-02	5.785535e-02	1.333631e-02	8.608251e-03	7.000000e+00	1.000000e-04	1.541085e-04	3.431302e+01	3.000000e-02	3.835427e-01
60            	4.919896e-03	2.231597e-03	3.465112e-02	3.424760e-03	3.443106e-03	6.778219e-03	2.876826e+00	1.030065e+02	3.080000e+02	2.025865e-01	4.141778e-02	2.025797e-03	2.025797e-03	2.532247e-03	8.847646e-02	6.590359e-02	6.940323e-02	3.516544e-02	5.813318e-02	1.339116e-02	8.621262e-03	7.000000e+00	1.000000e-04	1.535007e-04	3.503384e+01	3.000000e-02	3.836947e-01
61            	4.900098e-03	2.222107e-03	3.451238e-02	3.409955e-03	3.427834e-03	6.750623e-03	2.914513e+00	1.030066e+02	3.080000e+02	2.026535e-01	4.158489e-02	2.026468e-03	2.026468e-03	2.533085e-03	8.885763e-02	6.620400e-02	6.967168e-02	3.532130e-02	5.840587e-02	1.344498e-02	8.634414e-03	7.000000e+00	1.000000e-04	1.529093e-04	3.575751e+01	3.000000e-02	3.838502e-01
