# Region      : all 
# Cells       : 1
# Volume      : 2.500000e+01
# Time        	max(psi4)	max(psi5)	max(psi6)	max(psi7)	max(psi77)	max(psi777)	max(psi8)	max(psiIN)	max(T)	max(Xc)	max(XH2)	max(X1)	max(X2)	max(X3)	max(X4)	max(X5)	max(X6)	max(X7)	max(X77)	max(X777)	max(X8)	max(pH)	max(Hplus)	max(H2)	max(CO2)	max(amm)	max(CH4)
13            	5.970180e-03	2.899255e-03	1.339745e-01	1.232589e-02	1.013099e-02	2.720308e-02	2.891306e-01	1.030010e+02	3.080000e+02	7.206434e-02	9.466506e-03	7.209911e-04	7.209911e-04	9.012388e-04	2.638029e-02	1.822273e-02	1.203485e-02	7.769081e-03	1.336425e-02	2.881648e-03	7.744562e-03	7.000000e+00	1.000000e-04	3.704232e-04	3.290885e+00	3.000000e-02	9.689250e-02
14            	5.869418e-03	2.850786e-03	1.291337e-01	1.041727e-02	8.676595e-03	2.507681e-02	3.077503e-01	1.030010e+02	3.080000e+02	7.183150e-02	9.812291e-03	7.184836e-04	7.184836e-04	8.981045e-04	2.662478e-02	1.843562e-02	1.270529e-02	8.296578e-03	1.389622e-02	3.055405e-03	7.706445e-03	7.000000e+00	1.000000e-04	3.555935e-04	3.576320e+00	3.000000e-02	1.026038e-01
15            	5.793778e-03	2.811657e-03	1.239505e-01	8.855177e-03	7.570154e-03	2.286507e-02	3.261602e-01	1.030010e+02	3.080000e+02	7.173082e-02	1.014823e-02	7.173710e-04	7.173710e-04	8.967138e-04	2.686010e-02	1.864217e-02	1.338429e-02	8.743881e-03	1.434657e-02	3.222606e-03	7.670819e-03	7.000000e+00	1.000000e-04	3.407649e-04	3.864011e+00	3.000000e-02	1.080254e-01
16            	5.733205e-03	2.778371e-03	1.185087e-01	7.629479e-03	6.731421e-03	2.066198e-02	3.443439e-01	1.030011e+02	3.080000e+02	7.170751e-02	1.047248e-02	7.170765e-04	7.170765e-04	8.963456e-04	2.708857e-02	1.884363e-02	1.406685e-02	9.115200e-03	1.473395e-02	3.380111e-03	7.637454e-03	7.000000e+00	1.000000e-04	3.260353e-04	4.153721e+00	3.000000e-02	1.131364e-01
17            	5.681862e-03	2.748850e-03	1.128916e-01	6.696267e-03	6.097906e-03	1.855812e-02	3.622789e-01	1.030011e+02	3.080000e+02	7.172863e-02	1.078344e-02	7.172528e-04	7.172528e-04	8.965660e-04	2.731157e-02	1.904078e-02	1.474775e-02	9.421093e-03	1.507264e-02	3.525446e-03	7.606145e-03	7.000000e+00	1.000000e-04	3.115829e-04	4.445265e+00	3.000000e-02	1.179207e-01
18            	5.636327e-03	2.721852e-03	1.071820e-01	5.999728e-03	5.620867e-03	1.662569e-02	3.799425e-01	1.030011e+02	3.080000e+02	7.177448e-02	1.107991e-02	7.176922e-04	7.176922e-04	8.971153e-04	2.752991e-02	1.923408e-02	1.542171e-02	9.674110e-03	1.537363e-02	3.657042e-03	7.576710e-03	7.000000e+00	1.000000e-04	2.976106e-04	4.738499e+00	3.000000e-02	1.223686e-01
19            	5.594584e-03	2.696637e-03	1.014609e-01	5.485741e-03	5.262094e-03	1.491115e-02	3.973146e-01	1.030011e+02	3.080000e+02	7.183336e-02	1.136112e-02	7.182714e-04	7.182714e-04	8.978392e-04	2.774410e-02	1.942383e-02	1.608352e-02	9.886126e-03	1.564545e-02	3.774313e-03	7.548990e-03	7.000000e+00	1.000000e-04	2.843017e-04	5.033309e+00	3.000000e-02	1.264781e-01
20            	5.555444e-03	2.672757e-03	9.580550e-02	5.108098e-03	4.991703e-03	1.343489e-02	4.143800e-01	1.030012e+02	3.080000e+02	7.189839e-02	1.162676e-02	7.189175e-04	7.189175e-04	8.986469e-04	2.795444e-02	1.961019e-02	1.672824e-02	1.006716e-02	1.589471e-02	3.877559e-03	7.522841e-03	7.000000e+00	1.000000e-04	2.717914e-04	5.329604e+00	3.000000e-02	1.302537e-01
21            	5.518200e-03	2.649939e-03	9.028720e-02	4.830091e-03	4.786580e-03	1.219555e-02	4.311285e-01	1.030012e+02	3.080000e+02	7.196557e-02	1.187688e-02	7.195883e-04	7.195883e-04	8.994854e-04	2.816112e-02	1.979331e-02	1.735142e-02	1.022513e-02	1.612649e-02	3.967753e-03	7.498135e-03	7.000000e+00	1.000000e-04	2.601563e-04	5.627314e+00	3.000000e-02	1.337057e-01
22            	5.482430e-03	2.628013e-03	8.496914e-02	4.623824e-03	4.629130e-03	1.117648e-02	4.475548e-01	1.030012e+02	3.080000e+02	7.203261e-02	1.211179e-02	7.202594e-04	7.202594e-04	9.003243e-04	2.836427e-02	1.997327e-02	1.794921e-02	1.036601e-02	1.634464e-02	4.046299e-03	7.474758e-03	7.000000e+00	1.000000e-04	2.494197e-04	5.926383e+00	3.000000e-02	1.368487e-01
23            	5.447879e-03	2.606870e-03	7.990452e-02	4.468700e-03	4.506195e-03	1.035218e-02	4.636578e-01	1.030012e+02	3.080000e+02	7.209822e-02	1.233205e-02	7.209173e-04	7.209173e-04	9.011466e-04	2.856397e-02	2.015012e-02	1.851848e-02	1.049423e-02	1.655205e-02	4.114792e-03	7.452607e-03	7.000000e+00	1.000000e-04	2.395654e-04	6.226763e+00	3.000000e-02	1.396995e-01
24            	5.414387e-03	2.586436e-03	7.513538e-02	4.349809e-03	4.408100e-03	9.693580e-03	4.794404e-01	1.030013e+02	3.080000e+02	7.216172e-02	1.253828e-02	7.215546e-04	7.215546e-04	9.019433e-04	2.876030e-02	2.032393e-02	1.905693e-02	1.061298e-02	1.675083e-02	4.174836e-03	7.431591e-03	7.000000e+00	1.000000e-04	2.305539e-04	6.528419e+00	3.000000e-02	1.422768e-01
25            	5.381855e-03	2.566660e-03	7.069200e-02	4.256507e-03	4.327840e-03	9.171778e-03	4.949088e-01	1.030013e+02	3.080000e+02	7.222278e-02	1.273124e-02	7.221677e-04	7.221677e-04	9.027097e-04	2.895331e-02	2.049475e-02	1.956311e-02	1.072455e-02	1.694253e-02	4.227922e-03	7.411628e-03	7.000000e+00	1.000000e-04	2.223352e-04	6.831319e+00	3.000000e-02	1.445994e-01
26            	5.350214e-03	2.547501e-03	6.659313e-02	4.181274e-03	4.260404e-03	8.760273e-03	5.100727e-01	1.030013e+02	3.080000e+02	7.228125e-02	1.291168e-02	7.227551e-04	7.227551e-04	9.034439e-04	2.914304e-02	2.066260e-02	2.003636e-02	1.083056e-02	1.712827e-02	4.275364e-03	7.392643e-03	7.000000e+00	1.000000e-04	2.148574e-04	7.135437e+00	3.000000e-02	1.466866e-01
27            	5.319415e-03	2.528929e-03	6.284669e-02	4.118842e-03	4.202243e-03	8.436067e-03	5.249449e-01	1.030014e+02	3.080000e+02	7.233713e-02	1.308041e-02	7.233164e-04	7.233164e-04	9.041455e-04	2.932953e-02	2.082755e-02	2.047678e-02	1.093215e-02	1.730885e-02	4.318271e-03	7.374570e-03	7.000000e+00	1.000000e-04	2.080699e-04	7.440752e+00	3.000000e-02	1.485574e-01
28            	5.289422e-03	2.510917e-03	5.945106e-02	4.065541e-03	4.150865e-03	8.179959e-03	5.395405e-01	1.030014e+02	3.080000e+02	7.239045e-02	1.323823e-02	7.238522e-04	7.238522e-04	9.048153e-04	2.951283e-02	2.098961e-02	2.088510e-02	1.103013e-02	1.748486e-02	4.357551e-03	7.357349e-03	7.000000e+00	1.000000e-04	2.019250e-04	7.747242e+00	3.000000e-02	1.502303e-01
29            	5.260206e-03	2.493443e-03	5.639666e-02	4.018828e-03	4.104530e-03	7.976382e-03	5.538771e-01	1.030014e+02	3.080000e+02	7.244132e-02	1.338596e-02	7.243633e-04	7.243633e-04	9.054541e-04	2.969297e-02	2.114884e-02	2.126259e-02	1.112506e-02	1.765671e-02	4.393933e-03	7.340927e-03	7.000000e+00	1.000000e-04	1.963771e-04	8.054890e+00	3.000000e-02	1.517235e-01
30            	5.231742e-03	2.476485e-03	5.366763e-02	3.976947e-03	4.062022e-03	7.812985e-03	5.679736e-01	1.030014e+02	3.080000e+02	7.248984e-02	1.352440e-02	7.248508e-04	7.248508e-04	9.060635e-04	2.986999e-02	2.130528e-02	2.161092e-02	1.121735e-02	1.782470e-02	4.427989e-03	7.325256e-03	7.000000e+00	1.000000e-04	1.913821e-04	8.363678e+00	3.000000e-02	1.530542e-01
31            	5.204007e-03	2.460025e-03	5.124358e-02	3.938687e-03	4.022498e-03	7.680139e-03	5.818499e-01	1.030015e+02	3.080000e+02	7.253615e-02	1.365433e-02	7.253161e-04	7.253161e-04	9.066451e-04	3.004394e-02	2.145895e-02	2.193204e-02	1.130727e-02	1.798908e-02	4.460165e-03	7.310293e-03	7.000000e+00	1.000000e-04	1.868967e-04	8.673590e+00	3.000000e-02	1.542391e-01
32            	5.176983e-03	2.444046e-03	4.910117e-02	3.903210e-03	3.985366e-03	7.570436e-03	5.955265e-01	1.030015e+02	3.080000e+02	7.258038e-02	1.377651e-02	7.257604e-04	7.257604e-04	9.072004e-04	3.021485e-02	2.160990e-02	2.222804e-02	1.139503e-02	1.815001e-02	4.490801e-03	7.295997e-03	7.000000e+00	1.000000e-04	1.828781e-04	8.984610e+00	3.000000e-02	1.552938e-01
33            	5.150650e-03	2.428532e-03	4.721548e-02	3.869940e-03	3.950213e-03	7.478240e-03	6.090233e-01	1.030015e+02	3.080000e+02	7.262267e-02	1.389165e-02	7.261851e-04	7.261851e-04	9.077314e-04	3.038277e-02	2.175817e-02	2.250111e-02	1.148078e-02	1.830763e-02	4.520159e-03	7.282333e-03	7.000000e+00	1.000000e-04	1.792843e-04	9.296722e+00	3.000000e-02	1.562328e-01
34            	5.124993e-03	2.413467e-03	4.556116e-02	3.838473e-03	3.916742e-03	7.399301e-03	6.223598e-01	1.030016e+02	3.080000e+02	7.266315e-02	1.400042e-02	7.265917e-04	7.265917e-04	9.082396e-04	3.054773e-02	2.190380e-02	2.275340e-02	1.156462e-02	1.846204e-02	4.548437e-03	7.269270e-03	7.000000e+00	1.000000e-04	1.760742e-04	9.609911e+00	3.000000e-02	1.570695e-01
35            	5.099994e-03	2.398836e-03	4.411335e-02	3.808526e-03	3.884742e-03	7.330436e-03	6.355543e-01	1.030016e+02	3.080000e+02	7.270196e-02	1.410345e-02	7.269814e-04	7.269814e-04	9.087268e-04	3.070978e-02	2.204683e-02	2.298700e-02	1.164666e-02	1.861336e-02	4.575783e-03	7.256779e-03	7.000000e+00	1.000000e-04	1.732084e-04	9.924162e+00	3.000000e-02	1.578163e-01
36            	5.075638e-03	2.384627e-03	4.284826e-02	3.779898e-03	3.854055e-03	7.269272e-03	6.486241e-01	1.030016e+02	3.080000e+02	7.273923e-02	1.420131e-02	7.273556e-04	7.273556e-04	9.091945e-04	3.086896e-02	2.218729e-02	2.320388e-02	1.172695e-02	1.876165e-02	4.602312e-03	7.244833e-03	7.000000e+00	1.000000e-04	1.706495e-04	1.023946e+01	3.000000e-02	1.584843e-01
37            	5.051909e-03	2.370824e-03	4.174370e-02	3.752442e-03	3.824564e-03	7.214054e-03	6.615847e-01	1.030016e+02	3.080000e+02	7.277507e-02	1.429451e-02	7.277154e-04	7.277154e-04	9.096443e-04	3.102532e-02	2.232523e-02	2.340586e-02	1.180556e-02	1.890700e-02	4.628109e-03	7.233407e-03	7.000000e+00	1.000000e-04	1.683623e-04	1.055579e+01	3.000000e-02	1.590833e-01
38            	5.028792e-03	2.357417e-03	4.077926e-02	3.726048e-03	3.796176e-03	7.163481e-03	6.744504e-01	1.030017e+02	3.080000e+02	7.280961e-02	1.438352e-02	7.280620e-04	7.280620e-04	9.100775e-04	3.117888e-02	2.246069e-02	2.359462e-02	1.188253e-02	1.904946e-02	4.653241e-03	7.222481e-03	7.000000e+00	1.000000e-04	1.663146e-04	1.087314e+01	3.000000e-02	1.596223e-01
39            	5.006271e-03	2.344391e-03	3.993647e-02	3.700632e-03	3.768817e-03	7.116595e-03	6.872340e-01	1.030017e+02	3.080000e+02	7.284293e-02	1.446875e-02	7.283965e-04	7.283965e-04	9.104956e-04	3.132971e-02	2.259370e-02	2.377166e-02	1.195791e-02	1.918911e-02	4.677758e-03	7.212033e-03	7.000000e+00	1.000000e-04	1.644770e-04	1.119149e+01	3.000000e-02	1.601091e-01
40            	4.984332e-03	2.331735e-03	3.919885e-02	3.676126e-03	3.742426e-03	7.072688e-03	6.999468e-01	1.030017e+02	3.080000e+02	7.287515e-02	1.455056e-02	7.287197e-04	7.287197e-04	9.108996e-04	3.147784e-02	2.272432e-02	2.393832e-02	1.203175e-02	1.932600e-02	4.701700e-03	7.202045e-03	7.000000e+00	1.000000e-04	1.628230e-04	1.151084e+01	3.000000e-02	1.605505e-01
41            	4.962960e-03	2.319436e-03	3.855178e-02	3.652476e-03	3.716949e-03	7.031238e-03	7.125985e-01	1.030018e+02	3.080000e+02	7.290634e-02	1.462929e-02	7.290326e-04	7.290326e-04	9.112907e-04	3.162331e-02	2.285257e-02	2.409579e-02	1.210406e-02	1.946020e-02	4.725099e-03	7.192499e-03	7.000000e+00	1.000000e-04	1.613290e-04	1.183115e+01	3.000000e-02	1.609524e-01
42            	4.942140e-03	2.307484e-03	3.798247e-02	3.629636e-03	3.692342e-03	6.991856e-03	7.251980e-01	1.030018e+02	3.080000e+02	7.293658e-02	1.470521e-02	7.293359e-04	7.293359e-04	9.116698e-04	3.176617e-02	2.297849e-02	2.424511e-02	1.217490e-02	1.959175e-02	4.747979e-03	7.183381e-03	7.000000e+00	1.000000e-04	1.599741e-04	1.215243e+01	3.000000e-02	1.613202e-01
43            	4.921857e-03	2.295868e-03	3.747976e-02	3.607563e-03	3.668562e-03	6.954253e-03	7.377526e-01	1.030018e+02	3.080000e+02	7.296593e-02	1.477857e-02	7.296303e-04	7.296303e-04	9.120379e-04	3.190647e-02	2.310214e-02	2.438720e-02	1.224430e-02	1.972071e-02	4.770363e-03	7.174673e-03	7.000000e+00	1.000000e-04	1.587400e-04	1.247465e+01	3.000000e-02	1.616582e-01
44            	4.902096e-03	2.284575e-03	3.703400e-02	3.586223e-03	3.645572e-03	6.918211e-03	7.502689e-01	1.030019e+02	3.080000e+02	7.299447e-02	1.484959e-02	7.299165e-04	7.299165e-04	9.123956e-04	3.204424e-02	2.322354e-02	2.452284e-02	1.231229e-02	1.984715e-02	4.792268e-03	7.166364e-03	7.000000e+00	1.000000e-04	1.576107e-04	1.279781e+01	3.000000e-02	1.619704e-01
45            	4.882843e-03	2.273597e-03	3.663691e-02	3.565581e-03	3.623336e-03	6.883563e-03	7.627524e-01	1.030019e+02	3.080000e+02	7.302224e-02	1.491846e-02	7.301950e-04	7.301950e-04	9.127437e-04	3.217953e-02	2.334273e-02	2.465272e-02	1.237889e-02	1.997110e-02	4.813710e-03	7.158439e-03	7.000000e+00	1.000000e-04	1.565725e-04	1.312189e+01	3.000000e-02	1.622601e-01
46            	4.864085e-03	2.262922e-03	3.628138e-02	3.545608e-03	3.601823e-03	6.850182e-03	7.752079e-01	1.030019e+02	3.080000e+02	7.304930e-02	1.498533e-02	7.304662e-04	7.304662e-04	9.130828e-04	3.231238e-02	2.345976e-02	2.477743e-02	1.244415e-02	2.009262e-02	4.834702e-03	7.150886e-03	7.000000e+00	1.000000e-04	1.556134e-04	1.344687e+01	3.000000e-02	1.625301e-01
47            	4.845806e-03	2.252541e-03	3.596133e-02	3.526275e-03	3.581001e-03	6.817964e-03	7.876393e-01	1.030019e+02	3.080000e+02	7.307568e-02	1.505035e-02	7.307307e-04	7.307307e-04	9.134134e-04	3.244283e-02	2.357466e-02	2.489747e-02	1.250809e-02	2.021177e-02	4.855257e-03	7.143694e-03	7.000000e+00	1.000000e-04	1.547231e-04	1.377274e+01	3.000000e-02	1.627829e-01
48            	4.827993e-03	2.242443e-03	3.567162e-02	3.507555e-03	3.560843e-03	6.786830e-03	8.000502e-01	1.030020e+02	3.080000e+02	7.310143e-02	1.511365e-02	7.309888e-04	7.309888e-04	9.137360e-04	3.257093e-02	2.368747e-02	2.501329e-02	1.257074e-02	2.032858e-02	4.875387e-03	7.136851e-03	7.000000e+00	1.000000e-04	1.538929e-04	1.409950e+01	3.000000e-02	1.630206e-01
49            	4.810633e-03	2.232621e-03	3.540787e-02	3.489423e-03	3.541320e-03	6.756709e-03	8.124433e-01	1.030020e+02	3.080000e+02	7.312658e-02	1.517532e-02	7.312409e-04	7.312409e-04	9.140511e-04	3.269672e-02	2.379823e-02	2.512527e-02	1.263213e-02	2.044311e-02	4.895102e-03	7.130348e-03	7.000000e+00	1.000000e-04	1.531152e-04	1.442712e+01	3.000000e-02	1.632449e-01
50            	4.793712e-03	2.223064e-03	3.516639e-02	3.471855e-03	3.522407e-03	6.727547e-03	8.248213e-01	1.030020e+02	3.080000e+02	7.315116e-02	1.523547e-02	7.314872e-04	7.314872e-04	9.143590e-04	3.282024e-02	2.390697e-02	2.523371e-02	1.269228e-02	2.055541e-02	4.914413e-03	7.124174e-03	7.000000e+00	1.000000e-04	1.523837e-04	1.475559e+01	3.000000e-02	1.634575e-01
51            	4.777218e-03	2.213764e-03	3.494406e-02	3.454828e-03	3.504079e-03	6.699293e-03	8.371860e-01	1.030021e+02	3.080000e+02	7.317519e-02	1.529418e-02	7.317280e-04	7.317280e-04	9.146600e-04	3.294152e-02	2.401373e-02	2.533891e-02	1.275123e-02	2.066551e-02	4.933328e-03	7.118320e-03	7.000000e+00	1.000000e-04	1.516929e-04	1.508491e+01	3.000000e-02	1.636597e-01
52            	4.761138e-03	2.204712e-03	3.473823e-02	3.438322e-03	3.486313e-03	6.671905e-03	8.495393e-01	1.030021e+02	3.080000e+02	7.319869e-02	1.535152e-02	7.319636e-04	7.319636e-04	9.149545e-04	3.306062e-02	2.411855e-02	2.544109e-02	1.280899e-02	2.077347e-02	4.951858e-03	7.112777e-03	7.000000e+00	1.000000e-04	1.510381e-04	1.541505e+01	3.000000e-02	1.638525e-01
53            	4.745459e-03	2.195901e-03	3.454671e-02	3.422315e-03	3.469087e-03	6.645344e-03	8.618826e-01	1.030021e+02	3.080000e+02	7.322170e-02	1.540754e-02	7.321942e-04	7.321942e-04	9.152428e-04	3.317756e-02	2.422145e-02	2.554047e-02	1.286560e-02	2.087933e-02	4.970012e-03	7.107537e-03	7.000000e+00	1.000000e-04	1.504155e-04	1.574602e+01	3.000000e-02	1.640370e-01
54            	4.730171e-03	2.187323e-03	3.436761e-02	3.406788e-03	3.452380e-03	6.619574e-03	8.742172e-01	1.030022e+02	3.080000e+02	7.324423e-02	1.546232e-02	7.324200e-04	7.324200e-04	9.155249e-04	3.329238e-02	2.432248e-02	2.563722e-02	1.292109e-02	2.098313e-02	4.987796e-03	7.102591e-03	7.000000e+00	1.000000e-04	1.498215e-04	1.607778e+01	3.000000e-02	1.642139e-01
55            	4.715261e-03	2.178970e-03	3.419937e-02	3.391724e-03	3.436171e-03	6.594564e-03	8.865440e-01	1.030022e+02	3.080000e+02	7.326629e-02	1.551590e-02	7.326410e-04	7.326410e-04	9.158013e-04	3.340513e-02	2.442167e-02	2.573149e-02	1.297546e-02	2.108492e-02	5.005221e-03	7.097932e-03	7.000000e+00	1.000000e-04	1.492534e-04	1.641034e+01	3.000000e-02	1.643841e-01
56            	4.700718e-03	2.170835e-03	3.404066e-02	3.377103e-03	3.420443e-03	6.570283e-03	8.988640e-01	1.030022e+02	3.080000e+02	7.328791e-02	1.556833e-02	7.328576e-04	7.328576e-04	9.160720e-04	3.351585e-02	2.451905e-02	2.582343e-02	1.302875e-02	2.118473e-02	5.022294e-03	7.093553e-03	7.000000e+00	1.000000e-04	1.487088e-04	1.674369e+01	3.000000e-02	1.645481e-01
57            	4.686532e-03	2.162910e-03	3.389037e-02	3.362909e-03	3.405175e-03	6.546702e-03	9.111778e-01	1.030022e+02	3.080000e+02	7.330909e-02	1.561964e-02	7.330699e-04	7.330699e-04	9.163373e-04	3.362456e-02	2.461466e-02	2.591315e-02	1.308099e-02	2.128260e-02	5.039023e-03	7.089446e-03	7.000000e+00	1.000000e-04	1.481854e-04	1.707780e+01	3.000000e-02	1.647065e-01
58            	4.672692e-03	2.155190e-03	3.374756e-02	3.349127e-03	3.390351e-03	6.523796e-03	9.234861e-01	1.030023e+02	3.080000e+02	7.332985e-02	1.566987e-02	7.332779e-04	7.332779e-04	9.165973e-04	3.373130e-02	2.470852e-02	2.600076e-02	1.313219e-02	2.137858e-02	5.055416e-03	7.085604e-03	7.000000e+00	1.000000e-04	1.476816e-04	1.741267e+01	3.000000e-02	1.648597e-01
59            	4.659188e-03	2.147668e-03	3.361143e-02	3.335741e-03	3.375955e-03	6.501540e-03	9.357893e-01	1.030023e+02	3.080000e+02	7.335020e-02	1.571906e-02	7.334818e-04	7.334818e-04	9.168522e-04	3.383611e-02	2.480068e-02	2.608634e-02	1.318237e-02	2.147270e-02	5.071479e-03	7.082021e-03	7.000000e+00	1.000000e-04	1.471957e-04	1.774829e+01	3.000000e-02	1.650083e-01
60            	4.646011e-03	2.140338e-03	3.348132e-02	3.322736e-03	3.361971e-03	6.479909e-03	9.480880e-01	1.030023e+02	3.080000e+02	7.337015e-02	1.576724e-02	7.336817e-04	7.336817e-04	9.171021e-04	3.393903e-02	2.489115e-02	2.616999e-02	1.323156e-02	2.156500e-02	5.087220e-03	7.078690e-03	7.000000e+00	1.000000e-04	1.467264e-04	1.808464e+01	3.000000e-02	1.651525e-01
61            	4.633150e-03	2.133193e-03	3.335664e-02	3.310099e-03	3.348383e-03	6.458880e-03	9.603823e-01	1.030024e+02	3.080000e+02	7.338971e-02	1.581444e-02	7.338777e-04	7.338777e-04	9.173471e-04	3.404009e-02	2.497997e-02	2.625177e-02	1.327978e-02	2.165552e-02	5.102647e-03	7.075607e-03	7.000000e+00	1.000000e-04	1.462726e-04	1.842173e+01	3.000000e-02	1.652926e-01
