# Region      : all 
# Cells       : 1
# Volume      : 2.500000e+01
# Time        	max(psi4)	max(psi5)	max(psi6)	max(psi7)	max(psi77)	max(psi777)	max(psi8)	max(psiIN)	max(T)	max(Xc)	max(XH2)	max(X1)	max(X2)	max(X3)	max(X4)	max(X5)	max(X6)	max(X7)	max(X77)	max(X777)	max(X8)	max(pH)	max(Hplus)	max(H2)	max(CO2)	max(amm)	max(CH4)
62            	4.804378e-03	2.187728e-03	3.403524e-02	3.365776e-03	3.389351e-03	6.640574e-03	1.911328e+00	1.030044e+02	3.080000e+02	1.353852e-01	2.827747e-02	1.353811e-03	1.353811e-03	1.692263e-03	6.055050e-02	4.492572e-02	4.724899e-02	2.395787e-02	3.946130e-02	9.137426e-03	8.110902e-03	7.000000e+00	1.000000e-04	1.504107e-04	2.740975e+01	3.000000e-02	2.732696e-01
63            	4.787583e-03	2.179394e-03	3.391026e-02	3.352416e-03	3.375409e-03	6.616272e-03	1.935619e+00	1.030045e+02	3.080000e+02	1.354260e-01	2.837815e-02	1.354220e-03	1.354220e-03	1.692775e-03	6.077740e-02	4.510914e-02	4.741338e-02	2.405373e-02	3.963232e-02	9.170000e-03	8.119030e-03	7.000000e+00	1.000000e-04	1.498932e-04	2.794036e+01	3.000000e-02	2.734317e-01
64            	4.771216e-03	2.171279e-03	3.378873e-02	3.339423e-03	3.361851e-03	6.592631e-03	1.959909e+00	1.030046e+02	3.080000e+02	1.354661e-01	2.847695e-02	1.354621e-03	1.354621e-03	1.693277e-03	6.100018e-02	4.528923e-02	4.757460e-02	2.414779e-02	3.980014e-02	9.201956e-03	8.127321e-03	7.000000e+00	1.000000e-04	1.493895e-04	2.847268e+01	3.000000e-02	2.735936e-01
65            	4.755265e-03	2.163374e-03	3.367055e-02	3.326784e-03	3.348664e-03	6.569628e-03	1.984196e+00	1.030046e+02	3.080000e+02	1.355055e-01	2.857389e-02	1.355016e-03	1.355016e-03	1.693770e-03	6.121893e-02	4.546605e-02	4.773273e-02	2.424008e-02	3.996483e-02	9.233304e-03	8.135771e-03	7.000000e+00	1.000000e-04	1.488990e-04	2.900668e+01	3.000000e-02	2.737552e-01
66            	4.739715e-03	2.155673e-03	3.355557e-02	3.314486e-03	3.335834e-03	6.547241e-03	2.008482e+00	1.030047e+02	3.080000e+02	1.355441e-01	2.866901e-02	1.355403e-03	1.355403e-03	1.694253e-03	6.143372e-02	4.563966e-02	4.788783e-02	2.433062e-02	4.012644e-02	9.264058e-03	8.144377e-03	7.000000e+00	1.000000e-04	1.484213e-04	2.954234e+01	3.000000e-02	2.739167e-01
67            	4.724554e-03	2.148169e-03	3.344371e-02	3.302517e-03	3.323350e-03	6.525448e-03	2.032766e+00	1.030047e+02	3.080000e+02	1.355820e-01	2.876235e-02	1.355783e-03	1.355783e-03	1.694728e-03	6.164462e-02	4.581013e-02	4.803995e-02	2.441946e-02	4.028503e-02	9.294229e-03	8.153136e-03	7.000000e+00	1.000000e-04	1.479560e-04	3.007963e+01	3.000000e-02	2.740780e-01
68            	4.709771e-03	2.140856e-03	3.333483e-02	3.290867e-03	3.311199e-03	6.504231e-03	2.057048e+00	1.030048e+02	3.080000e+02	1.356193e-01	2.885394e-02	1.356156e-03	1.356156e-03	1.695195e-03	6.185171e-02	4.597750e-02	4.818916e-02	2.450662e-02	4.044066e-02	9.323828e-03	8.162046e-03	7.000000e+00	1.000000e-04	1.475027e-04	3.061854e+01	3.000000e-02	2.742392e-01
69            	4.695353e-03	2.133728e-03	3.322885e-02	3.279525e-03	3.299371e-03	6.483570e-03	2.081329e+00	1.030048e+02	3.080000e+02	1.356558e-01	2.894382e-02	1.356522e-03	1.356522e-03	1.695652e-03	6.205505e-02	4.614183e-02	4.833552e-02	2.459215e-02	4.059339e-02	9.352868e-03	8.171104e-03	7.000000e+00	1.000000e-04	1.470610e-04	3.115902e+01	3.000000e-02	2.744001e-01
70            	4.681291e-03	2.126780e-03	3.312567e-02	3.268481e-03	3.287854e-03	6.463447e-03	2.105607e+00	1.030049e+02	3.080000e+02	1.356917e-01	2.903202e-02	1.356882e-03	1.356882e-03	1.696102e-03	6.225471e-02	4.630319e-02	4.847908e-02	2.467607e-02	4.074328e-02	9.381359e-03	8.180308e-03	7.000000e+00	1.000000e-04	1.466305e-04	3.170107e+01	3.000000e-02	2.745609e-01
71            	4.667572e-03	2.120005e-03	3.302519e-02	3.257725e-03	3.276639e-03	6.443843e-03	2.129883e+00	1.030050e+02	3.080000e+02	1.357270e-01	2.911857e-02	1.357235e-03	1.357235e-03	1.696543e-03	6.245075e-02	4.646162e-02	4.861991e-02	2.475841e-02	4.089037e-02	9.409312e-03	8.189655e-03	7.000000e+00	1.000000e-04	1.462109e-04	3.224466e+01	3.000000e-02	2.747216e-01
72            	4.654186e-03	2.113398e-03	3.292732e-02	3.247247e-03	3.265715e-03	6.424743e-03	2.154158e+00	1.030050e+02	3.080000e+02	1.357616e-01	2.920351e-02	1.357581e-03	1.357581e-03	1.696977e-03	6.264325e-02	4.661718e-02	4.875805e-02	2.483921e-02	4.103472e-02	9.436737e-03	8.199142e-03	7.000000e+00	1.000000e-04	1.458018e-04	3.278976e+01	3.000000e-02	2.748821e-01
73            	4.641125e-03	2.106954e-03	3.283197e-02	3.237038e-03	3.255073e-03	6.406129e-03	2.178430e+00	1.030051e+02	3.080000e+02	1.357955e-01	2.928686e-02	1.357922e-03	1.357922e-03	1.697402e-03	6.283227e-02	4.676991e-02	4.889356e-02	2.491849e-02	4.117638e-02	9.463645e-03	8.208768e-03	7.000000e+00	1.000000e-04	1.454029e-04	3.333635e+01	3.000000e-02	2.750425e-01
74            	4.628377e-03	2.100668e-03	3.273908e-02	3.227090e-03	3.244705e-03	6.387987e-03	2.202700e+00	1.030051e+02	3.080000e+02	1.358289e-01	2.936865e-02	1.358256e-03	1.358256e-03	1.697820e-03	6.301787e-02	4.691988e-02	4.902649e-02	2.499628e-02	4.131540e-02	9.490047e-03	8.218530e-03	7.000000e+00	1.000000e-04	1.450138e-04	3.388441e+01	3.000000e-02	2.752027e-01
75            	4.615935e-03	2.094536e-03	3.264855e-02	3.217395e-03	3.234600e-03	6.370302e-03	2.226967e+00	1.030052e+02	3.080000e+02	1.358616e-01	2.944893e-02	1.358584e-03	1.358584e-03	1.698230e-03	6.320011e-02	4.706713e-02	4.915690e-02	2.507262e-02	4.145184e-02	9.515951e-03	8.228427e-03	7.000000e+00	1.000000e-04	1.446344e-04	3.443392e+01	3.000000e-02	2.753628e-01
76            	4.603789e-03	2.088553e-03	3.256031e-02	3.207945e-03	3.224752e-03	6.353060e-03	2.251233e+00	1.030052e+02	3.080000e+02	1.358938e-01	2.952770e-02	1.358906e-03	1.358906e-03	1.698632e-03	6.337906e-02	4.721170e-02	4.928483e-02	2.514752e-02	4.158574e-02	9.541368e-03	8.238455e-03	7.000000e+00	1.000000e-04	1.442642e-04	3.498486e+01	3.000000e-02	2.755228e-01
77            	4.591930e-03	2.082715e-03	3.247429e-02	3.198731e-03	3.215151e-03	6.336247e-03	2.275496e+00	1.030053e+02	3.080000e+02	1.359254e-01	2.960502e-02	1.359222e-03	1.359222e-03	1.699028e-03	6.355477e-02	4.735366e-02	4.941034e-02	2.522103e-02	4.171715e-02	9.566307e-03	8.248613e-03	7.000000e+00	1.000000e-04	1.439031e-04	3.553720e+01	3.000000e-02	2.756827e-01
78            	4.580351e-03	2.077016e-03	3.239042e-02	3.189748e-03	3.205791e-03	6.319849e-03	2.299756e+00	1.030054e+02	3.080000e+02	1.359564e-01	2.968089e-02	1.359533e-03	1.359533e-03	1.699416e-03	6.372731e-02	4.749304e-02	4.953347e-02	2.529315e-02	4.184612e-02	9.590777e-03	8.258900e-03	7.000000e+00	1.000000e-04	1.435507e-04	3.609093e+01	3.000000e-02	2.758424e-01
79            	4.569044e-03	2.071454e-03	3.230863e-02	3.180987e-03	3.196663e-03	6.303854e-03	2.324014e+00	1.030054e+02	3.080000e+02	1.359868e-01	2.975535e-02	1.359838e-03	1.359838e-03	1.699797e-03	6.389672e-02	4.762990e-02	4.965426e-02	2.536393e-02	4.197270e-02	9.614789e-03	8.269313e-03	7.000000e+00	1.000000e-04	1.432068e-04	3.664602e+01	3.000000e-02	2.760020e-01
80            	4.558001e-03	2.066025e-03	3.222887e-02	3.172442e-03	3.187762e-03	6.288251e-03	2.348270e+00	1.030055e+02	3.080000e+02	1.360167e-01	2.982843e-02	1.360137e-03	1.360137e-03	1.700172e-03	6.406307e-02	4.776427e-02	4.977278e-02	2.543339e-02	4.209692e-02	9.638349e-03	8.279851e-03	7.000000e+00	1.000000e-04	1.428712e-04	3.720246e+01	3.000000e-02	2.761615e-01
81            	4.547214e-03	2.060723e-03	3.215106e-02	3.164106e-03	3.179079e-03	6.273027e-03	2.372523e+00	1.030055e+02	3.080000e+02	1.360461e-01	2.990016e-02	1.360432e-03	1.360432e-03	1.700539e-03	6.422642e-02	4.789621e-02	4.988905e-02	2.550155e-02	4.221883e-02	9.661468e-03	8.290511e-03	7.000000e+00	1.000000e-04	1.425435e-04	3.776022e+01	3.000000e-02	2.763209e-01
82            	4.536677e-03	2.055547e-03	3.207516e-02	3.155974e-03	3.170609e-03	6.258171e-03	2.396773e+00	1.030056e+02	3.080000e+02	1.360749e-01	2.997055e-02	1.360720e-03	1.360720e-03	1.700900e-03	6.438681e-02	4.802576e-02	5.000312e-02	2.556843e-02	4.233849e-02	9.684154e-03	8.301292e-03	7.000000e+00	1.000000e-04	1.422236e-04	3.831930e+01	3.000000e-02	2.764802e-01
83            	4.526382e-03	2.050492e-03	3.200110e-02	3.148039e-03	3.162345e-03	6.243672e-03	2.421020e+00	1.030056e+02	3.080000e+02	1.361032e-01	3.003964e-02	1.361004e-03	1.361004e-03	1.701255e-03	6.454431e-02	4.815296e-02	5.011505e-02	2.563407e-02	4.245592e-02	9.706415e-03	8.312193e-03	7.000000e+00	1.000000e-04	1.419113e-04	3.887966e+01	3.000000e-02	2.766394e-01
84            	4.516324e-03	2.045554e-03	3.192883e-02	3.140295e-03	3.154281e-03	6.229521e-03	2.445265e+00	1.030057e+02	3.080000e+02	1.361310e-01	3.010744e-02	1.361282e-03	1.361282e-03	1.701603e-03	6.469896e-02	4.827786e-02	5.022486e-02	2.569848e-02	4.257117e-02	9.728259e-03	8.323212e-03	7.000000e+00	1.000000e-04	1.416062e-04	3.944129e+01	3.000000e-02	2.767985e-01
85            	4.506494e-03	2.040732e-03	3.185829e-02	3.132738e-03	3.146412e-03	6.215706e-03	2.469507e+00	1.030057e+02	3.080000e+02	1.361583e-01	3.017399e-02	1.361556e-03	1.361556e-03	1.701945e-03	6.485081e-02	4.840049e-02	5.033260e-02	2.576169e-02	4.268429e-02	9.749694e-03	8.334348e-03	7.000000e+00	1.000000e-04	1.413084e-04	4.000418e+01	3.000000e-02	2.769575e-01
86            	4.496889e-03	2.036021e-03	3.178944e-02	3.125360e-03	3.138730e-03	6.202219e-03	2.493746e+00	1.030058e+02	3.080000e+02	1.361851e-01	3.023931e-02	1.361824e-03	1.361824e-03	1.702281e-03	6.499992e-02	4.852090e-02	5.043831e-02	2.582372e-02	4.279531e-02	9.770729e-03	8.345598e-03	7.000000e+00	1.000000e-04	1.410174e-04	4.056830e+01	3.000000e-02	2.771164e-01
87            	4.487500e-03	2.031418e-03	3.172223e-02	3.118158e-03	3.131232e-03	6.189050e-03	2.517981e+00	1.030059e+02	3.080000e+02	1.362114e-01	3.030341e-02	1.362088e-03	1.362088e-03	1.702610e-03	6.514634e-02	4.863913e-02	5.054203e-02	2.588460e-02	4.290427e-02	9.791371e-03	8.356962e-03	7.000000e+00	1.000000e-04	1.407332e-04	4.113364e+01	3.000000e-02	2.772752e-01
88            	4.478324e-03	2.026921e-03	3.165661e-02	3.111127e-03	3.123912e-03	6.176190e-03	2.542214e+00	1.030059e+02	3.080000e+02	1.362373e-01	3.036633e-02	1.362347e-03	1.362347e-03	1.702934e-03	6.529011e-02	4.875521e-02	5.064381e-02	2.594434e-02	4.301122e-02	9.811627e-03	8.368439e-03	7.000000e+00	1.000000e-04	1.404555e-04	4.170018e+01	3.000000e-02	2.774340e-01
89            	4.469353e-03	2.022526e-03	3.159253e-02	3.104260e-03	3.116765e-03	6.163630e-03	2.566444e+00	1.030060e+02	3.080000e+02	1.362627e-01	3.042809e-02	1.362602e-03	1.362602e-03	1.703252e-03	6.543128e-02	4.886920e-02	5.074367e-02	2.600297e-02	4.311618e-02	9.831505e-03	8.380026e-03	7.000000e+00	1.000000e-04	1.401842e-04	4.226790e+01	3.000000e-02	2.775927e-01
90            	4.460583e-03	2.018232e-03	3.152996e-02	3.097555e-03	3.109786e-03	6.151362e-03	2.590670e+00	1.030060e+02	3.080000e+02	1.362876e-01	3.048870e-02	1.362851e-03	1.362851e-03	1.703564e-03	6.556991e-02	4.898111e-02	5.084165e-02	2.606051e-02	4.321920e-02	9.851013e-03	8.391723e-03	7.000000e+00	1.000000e-04	1.399191e-04	4.283679e+01	3.000000e-02	2.777513e-01
91            	4.452008e-03	2.014034e-03	3.146884e-02	3.091006e-03	3.102970e-03	6.139378e-03	2.614893e+00	1.030061e+02	3.080000e+02	1.363121e-01	3.054820e-02	1.363097e-03	1.363097e-03	1.703871e-03	6.570603e-02	4.909100e-02	5.093779e-02	2.611698e-02	4.332031e-02	9.870156e-03	8.403528e-03	7.000000e+00	1.000000e-04	1.396600e-04	4.340684e+01	3.000000e-02	2.779099e-01
92            	4.443623e-03	2.009931e-03	3.140915e-02	3.084609e-03	3.096312e-03	6.127670e-03	2.639113e+00	1.030061e+02	3.080000e+02	1.363362e-01	3.060659e-02	1.363338e-03	1.363338e-03	1.704172e-03	6.583970e-02	4.919890e-02	5.103213e-02	2.617240e-02	4.341955e-02	9.888943e-03	8.415440e-03	7.000000e+00	1.000000e-04	1.394068e-04	4.397802e+01	3.000000e-02	2.780683e-01
93            	4.435424e-03	2.005920e-03	3.135084e-02	3.078360e-03	3.089810e-03	6.116231e-03	2.663329e+00	1.030062e+02	3.080000e+02	1.363598e-01	3.066391e-02	1.363574e-03	1.363574e-03	1.704468e-03	6.597095e-02	4.930485e-02	5.112470e-02	2.622679e-02	4.351695e-02	9.907380e-03	8.427458e-03	7.000000e+00	1.000000e-04	1.391593e-04	4.455032e+01	3.000000e-02	2.782268e-01
94            	4.427405e-03	2.001999e-03	3.129386e-02	3.072255e-03	3.083457e-03	6.105054e-03	2.687542e+00	1.030063e+02	3.080000e+02	1.363830e-01	3.072016e-02	1.363807e-03	1.363807e-03	1.704759e-03	6.609983e-02	4.940887e-02	5.121554e-02	2.628017e-02	4.361255e-02	9.925473e-03	8.439582e-03	7.000000e+00	1.000000e-04	1.389174e-04	4.512373e+01	3.000000e-02	2.783852e-01
95            	4.419563e-03	1.998166e-03	3.123820e-02	3.066290e-03	3.077250e-03	6.094130e-03	2.711751e+00	1.030063e+02	3.080000e+02	1.364058e-01	3.077538e-02	1.364035e-03	1.364035e-03	1.705044e-03	6.622638e-02	4.951102e-02	5.130467e-02	2.633255e-02	4.370639e-02	9.943229e-03	8.451808e-03	7.000000e+00	1.000000e-04	1.386809e-04	4.569823e+01	3.000000e-02	2.785435e-01
96            	4.411891e-03	1.994417e-03	3.118380e-02	3.060461e-03	3.071185e-03	6.083455e-03	2.735956e+00	1.030064e+02	3.080000e+02	1.364282e-01	3.082958e-02	1.364260e-03	1.364260e-03	1.705324e-03	6.635065e-02	4.961131e-02	5.139214e-02	2.638396e-02	4.379848e-02	9.960656e-03	8.464138e-03	7.000000e+00	1.000000e-04	1.384497e-04	4.627381e+01	3.000000e-02	2.787018e-01
97            	4.404387e-03	1.990751e-03	3.113064e-02	3.054764e-03	3.065259e-03	6.073020e-03	2.760158e+00	1.030064e+02	3.080000e+02	1.364502e-01	3.088279e-02	1.364480e-03	1.364480e-03	1.705600e-03	6.647267e-02	4.970978e-02	5.147797e-02	2.643442e-02	4.388888e-02	9.977758e-03	8.476569e-03	7.000000e+00	1.000000e-04	1.382236e-04	4.685045e+01	3.000000e-02	2.788601e-01
98            	4.397046e-03	1.987166e-03	3.107869e-02	3.049197e-03	3.059467e-03	6.062820e-03	2.784356e+00	1.030065e+02	3.080000e+02	1.364718e-01	3.093501e-02	1.364696e-03	1.364696e-03	1.705870e-03	6.659250e-02	4.980648e-02	5.156219e-02	2.648394e-02	4.397760e-02	9.994542e-03	8.489101e-03	7.000000e+00	1.000000e-04	1.380025e-04	4.742814e+01	3.000000e-02	2.790183e-01
99            	4.389864e-03	1.983660e-03	3.102791e-02	3.043755e-03	3.053806e-03	6.052848e-03	2.808550e+00	1.030065e+02	3.080000e+02	1.364930e-01	3.098626e-02	1.364909e-03	1.364909e-03	1.706136e-03	6.671016e-02	4.990142e-02	5.164484e-02	2.653255e-02	4.406469e-02	1.001101e-02	8.501732e-03	7.000000e+00	1.000000e-04	1.377863e-04	4.800686e+01	3.000000e-02	2.791766e-01
100           	4.382837e-03	1.980230e-03	3.097826e-02	3.038435e-03	3.048273e-03	6.043099e-03	2.832741e+00	1.030066e+02	3.080000e+02	1.365138e-01	3.103658e-02	1.365117e-03	1.365117e-03	1.706397e-03	6.682569e-02	4.999464e-02	5.172595e-02	2.658025e-02	4.415017e-02	1.002718e-02	8.514462e-03	7.000000e+00	1.000000e-04	1.375748e-04	4.858661e+01	3.000000e-02	2.793348e-01
