# Region      : all 
# Cells       : 1
# Volume      : 2.500000e+01
# Time        	max(psi4)	max(psi5)	max(psi6)	max(psi7)	max(psi77)	max(psi777)	max(psi8)	max(psiIN)	max(T)	max(Xc)	max(XH2)	max(X1)	max(X2)	max(X3)	max(X4)	max(X5)	max(X6)	max(X7)	max(X77)	max(X777)	max(X8)	max(pH)	max(Hplus)	max(H2)	max(CO2)	max(amm)	max(CH4)
11            	7.211807e-03	3.390674e-03	2.551621e-01	1.511901e-02	1.150089e-02	5.490719e-02	4.993648e-01	1.030017e+02	3.080000e+02	1.349203e-01	1.390538e-02	1.351293e-03	1.351293e-03	1.689116e-03	4.119205e-02	2.929316e-02	1.614483e-02	1.342237e-02	2.321497e-02	4.114696e-03	8.102389e-03	7.000000e+00	1.000000e-04	5.394173e-04	3.427761e+00	3.000000e-02	1.592390e-01
12            	6.978606e-03	3.286420e-03	2.426885e-01	1.104056e-02	8.968429e-03	4.804305e-02	5.396242e-01	1.030018e+02	3.080000e+02	1.334200e-01	1.476200e-02	1.335370e-03	1.335370e-03	1.669212e-03	4.181160e-02	2.978462e-02	1.775446e-02	1.453049e-02	2.420717e-02	4.587993e-03	8.082687e-03	7.000000e+00	1.000000e-04	5.119876e-04	3.817313e+00	3.000000e-02	1.716618e-01
13            	6.811199e-03	3.208626e-03	2.283584e-01	8.436672e-03	7.343653e-03	4.048231e-02	5.798513e-01	1.030018e+02	3.080000e+02	1.326025e-01	1.560790e-02	1.326645e-03	1.326645e-03	1.658306e-03	4.239974e-02	3.025474e-02	1.944853e-02	1.531867e-02	2.498902e-02	5.051576e-03	8.065355e-03	7.000000e+00	1.000000e-04	4.833005e-04	4.212555e+00	3.000000e-02	1.836176e-01
14            	6.683222e-03	3.147003e-03	2.125155e-01	6.867120e-03	6.327863e-03	3.304757e-02	6.199152e-01	1.030018e+02	3.080000e+02	1.321918e-01	1.643131e-02	1.322212e-03	1.322212e-03	1.652765e-03	4.296560e-02	3.070920e-02	2.120658e-02	1.588320e-02	2.562878e-02	5.481786e-03	8.050124e-03	7.000000e+00	1.000000e-04	4.529198e-04	4.612817e+00	3.000000e-02	1.949399e-01
15            	6.579403e-03	3.095513e-03	1.955673e-01	5.943965e-03	5.702742e-03	2.642642e-02	6.595838e-01	1.030019e+02	3.080000e+02	1.320224e-01	1.721984e-02	1.320325e-03	1.320325e-03	1.650406e-03	4.351466e-02	3.115145e-02	2.300234e-02	1.630696e-02	2.617544e-02	5.859403e-03	8.036762e-03	7.000000e+00	1.000000e-04	4.216191e-04	5.017624e+00	3.000000e-02	2.054576e-01
16            	6.490799e-03	3.050586e-03	1.779869e-01	5.401111e-03	5.316986e-03	2.102341e-02	6.986014e-01	1.030019e+02	3.080000e+02	1.319948e-01	1.796357e-02	1.319935e-03	1.319935e-03	1.649919e-03	4.405022e-02	3.158357e-02	2.480457e-02	1.664636e-02	2.666253e-02	6.174433e-03	8.025061e-03	7.000000e+00	1.000000e-04	3.909150e-04	5.426635e+00	3.000000e-02	2.150424e-01
17            	6.412126e-03	3.010091e-03	1.602939e-01	5.075023e-03	5.072619e-03	1.693378e-02	7.367468e-01	1.030020e+02	3.080000e+02	1.320490e-01	1.865676e-02	1.320413e-03	1.320413e-03	1.650517e-03	4.457428e-02	3.200685e-02	2.657875e-02	1.693602e-02	2.711164e-02	6.427400e-03	8.014839e-03	7.000000e+00	1.000000e-04	3.621505e-04	5.839601e+00	3.000000e-02	2.236346e-01
18            	6.340226e-03	2.972738e-03	1.430207e-01	4.870463e-03	4.909777e-03	1.402112e-02	7.738477e-01	1.030020e+02	3.080000e+02	1.321491e-01	1.929747e-02	1.321379e-03	1.321379e-03	1.651724e-03	4.508807e-02	3.242210e-02	2.828985e-02	1.719607e-02	2.753596e-02	6.626718e-03	8.005932e-03	7.000000e+00	1.000000e-04	3.359547e-04	6.256339e+00	3.000000e-02	2.312342e-01
19            	6.273186e-03	2.937734e-03	1.266657e-01	4.733558e-03	4.793416e-03	1.203832e-02	8.097711e-01	1.030021e+02	3.080000e+02	1.322732e-01	1.988593e-02	1.322602e-03	1.322602e-03	1.653253e-03	4.559238e-02	3.282981e-02	2.990557e-02	1.743796e-02	2.794325e-02	6.784237e-03	7.998200e-03	7.000000e+00	1.000000e-04	3.123382e-04	6.676711e+00	3.000000e-02	2.378748e-01
20            	6.209825e-03	2.904581e-03	1.116454e-01	4.634380e-03	4.703620e-03	1.072756e-02	8.444183e-01	1.030021e+02	3.080000e+02	1.324081e-01	2.042339e-02	1.323944e-03	1.323944e-03	1.654930e-03	4.608770e-02	3.323033e-02	3.139969e-02	1.766806e-02	2.833795e-02	6.911549e-03	7.991516e-03	7.000000e+00	1.000000e-04	2.910760e-04	7.100609e+00	3.000000e-02	2.436039e-01
21            	6.149402e-03	2.872954e-03	9.825549e-02	4.556498e-03	4.629286e-03	9.873090e-03	8.777315e-01	1.030022e+02	3.080000e+02	1.325456e-01	2.091165e-02	1.325319e-03	1.325319e-03	1.656649e-03	4.657435e-02	3.362388e-02	3.275460e-02	1.788990e-02	2.872260e-02	7.018096e-03	7.985771e-03	7.000000e+00	1.000000e-04	2.719909e-04	7.527951e+00	3.000000e-02	2.484761e-01
22            	6.091434e-03	2.842641e-03	8.665166e-02	4.490966e-03	4.564295e-03	9.315398e-03	9.097061e-01	1.030022e+02	3.080000e+02	1.326810e-01	2.135322e-02	1.326677e-03	1.326677e-03	1.658346e-03	4.705257e-02	3.401061e-02	3.396252e-02	1.810542e-02	2.909863e-02	7.110760e-03	7.980869e-03	7.000000e+00	1.000000e-04	2.550234e-04	7.958665e+00	3.000000e-02	2.525552e-01
23            	6.035604e-03	2.813493e-03	7.685332e-02	4.432929e-03	4.505288e-03	8.945226e-03	9.403944e-01	1.030023e+02	3.080000e+02	1.328115e-01	2.175149e-02	1.327987e-03	1.327987e-03	1.659984e-03	4.752251e-02	3.439066e-02	3.502502e-02	1.831570e-02	2.946687e-02	7.194223e-03	7.976726e-03	7.000000e+00	1.000000e-04	2.401724e-04	8.392691e+00	3.000000e-02	2.559163e-01
24            	5.981698e-03	2.785406e-03	6.876739e-02	4.379754e-03	4.450414e-03	8.691342e-03	9.698993e-01	1.030023e+02	3.080000e+02	1.329356e-01	2.211067e-02	1.329234e-03	1.329234e-03	1.661543e-03	4.798431e-02	3.476411e-02	3.595127e-02	1.852134e-02	2.982780e-02	7.271525e-03	7.973271e-03	7.000000e+00	1.000000e-04	2.274134e-04	8.829972e+00	3.000000e-02	2.586447e-01
25            	5.929566e-03	2.758306e-03	6.222334e-02	4.330001e-03	4.398640e-03	8.508814e-03	9.983588e-01	1.030024e+02	3.080000e+02	1.330527e-01	2.243551e-02	1.330412e-03	1.330412e-03	1.663015e-03	4.843806e-02	3.513104e-02	3.675550e-02	1.872271e-02	3.018174e-02	7.344581e-03	7.970443e-03	7.000000e+00	1.000000e-04	2.166502e-04	9.270454e+00	3.000000e-02	2.608315e-01
26            	5.879106e-03	2.732136e-03	5.700964e-02	4.282871e-03	4.349376e-03	8.369940e-03	1.025927e+00	1.030024e+02	3.080000e+02	1.331628e-01	2.273090e-02	1.331521e-03	1.331521e-03	1.664401e-03	4.888386e-02	3.549155e-02	3.745443e-02	1.892001e-02	3.052890e-02	7.414577e-03	7.968192e-03	7.000000e+00	1.000000e-04	2.077112e-04	9.714087e+00	3.000000e-02	2.625673e-01
27            	5.830242e-03	2.706854e-03	5.290451e-02	4.237908e-03	4.302272e-03	8.257916e-03	1.052760e+00	1.030025e+02	3.080000e+02	1.332664e-01	2.300155e-02	1.332563e-03	1.332563e-03	1.665703e-03	4.932181e-02	3.584570e-02	3.806515e-02	1.911339e-02	3.086943e-02	7.482235e-03	7.966473e-03	7.000000e+00	1.000000e-04	2.003712e-04	1.016082e+01	3.000000e-02	2.639369e-01
28            	5.782915e-03	2.682424e-03	4.969749e-02	4.194840e-03	4.257107e-03	8.162676e-03	1.079000e+00	1.030025e+02	3.080000e+02	1.333639e-01	2.325171e-02	1.333544e-03	1.333544e-03	1.666930e-03	4.975200e-02	3.619357e-02	3.860364e-02	1.930295e-02	3.120347e-02	7.547996e-03	7.965251e-03	7.000000e+00	1.000000e-04	1.943829e-04	1.061061e+01	3.000000e-02	2.650156e-01
29            	5.737078e-03	2.658815e-03	4.720188e-02	4.153494e-03	4.213733e-03	8.078240e-03	1.104773e+00	1.030026e+02	3.080000e+02	1.334561e-01	2.348505e-02	1.334471e-03	1.334471e-03	1.668089e-03	5.017452e-02	3.653524e-02	3.908395e-02	1.948878e-02	3.153114e-02	7.612128e-03	7.964494e-03	7.000000e+00	1.000000e-04	1.895036e-04	1.106339e+01	3.000000e-02	2.658674e-01
30            	5.692688e-03	2.635998e-03	4.525986e-02	4.113750e-03	4.172039e-03	8.001076e-03	1.130185e+00	1.030026e+02	3.080000e+02	1.335437e-01	2.370464e-02	1.335351e-03	1.335351e-03	1.669189e-03	5.058949e-02	3.687080e-02	3.951792e-02	1.967096e-02	3.185255e-02	7.674799e-03	7.964178e-03	7.000000e+00	1.000000e-04	1.855132e-04	1.151914e+01	3.000000e-02	2.665449e-01
31            	5.649703e-03	2.613948e-03	4.374274e-02	4.075517e-03	4.131936e-03	7.929099e-03	1.155320e+00	1.030027e+02	3.080000e+02	1.336272e-01	2.391294e-02	1.336190e-03	1.336190e-03	1.670237e-03	5.099701e-02	3.720033e-02	3.991515e-02	1.984956e-02	3.216782e-02	7.736115e-03	7.964278e-03	7.000000e+00	1.000000e-04	1.822227e-04	1.197779e+01	3.000000e-02	2.670904e-01
32            	5.608082e-03	2.592637e-03	4.254834e-02	4.038719e-03	4.093349e-03	7.861076e-03	1.180246e+00	1.030027e+02	3.080000e+02	1.337071e-01	2.411191e-02	1.336992e-03	1.336992e-03	1.671241e-03	5.139719e-02	3.752393e-02	4.028327e-02	2.002466e-02	3.247706e-02	7.796147e-03	7.964776e-03	7.000000e+00	1.000000e-04	1.794765e-04	1.243930e+01	3.000000e-02	2.675367e-01
33            	5.567784e-03	2.572039e-03	4.159722e-02	4.003290e-03	4.056206e-03	7.796264e-03	1.205016e+00	1.030028e+02	3.080000e+02	1.337840e-01	2.430307e-02	1.337764e-03	1.337764e-03	1.672206e-03	5.179013e-02	3.784170e-02	4.062823e-02	2.019631e-02	3.278038e-02	7.854946e-03	7.965653e-03	7.000000e+00	1.000000e-04	1.771503e-04	1.290362e+01	3.000000e-02	2.679091e-01
34            	5.528766e-03	2.552128e-03	4.082861e-02	3.969169e-03	4.020444e-03	7.734204e-03	1.229670e+00	1.030029e+02	3.080000e+02	1.338583e-01	2.448761e-02	1.338510e-03	1.338510e-03	1.673137e-03	5.217598e-02	3.815371e-02	4.095459e-02	2.036460e-02	3.307789e-02	7.912553e-03	7.966895e-03	7.000000e+00	1.000000e-04	1.751469e-04	1.337071e+01	3.000000e-02	2.682269e-01
35            	5.490985e-03	2.532878e-03	4.019655e-02	3.936297e-03	3.986000e-03	7.674602e-03	1.254237e+00	1.030029e+02	3.080000e+02	1.339303e-01	2.466643e-02	1.339232e-03	1.339232e-03	1.674039e-03	5.255483e-02	3.846008e-02	4.126581e-02	2.052959e-02	3.336971e-02	7.969000e-03	7.968487e-03	7.000000e+00	1.000000e-04	1.733916e-04	1.384053e+01	3.000000e-02	2.685044e-01
36            	5.454397e-03	2.514263e-03	3.966668e-02	3.904619e-03	3.952814e-03	7.617252e-03	1.278740e+00	1.030030e+02	3.080000e+02	1.340002e-01	2.484021e-02	1.339933e-03	1.339933e-03	1.674916e-03	5.292680e-02	3.876089e-02	4.156451e-02	2.069134e-02	3.365595e-02	8.024316e-03	7.970416e-03	7.000000e+00	1.000000e-04	1.718278e-04	1.431302e+01	3.000000e-02	2.687524e-01
37            	5.418960e-03	2.496259e-03	3.921347e-02	3.874081e-03	3.920829e-03	7.562003e-03	1.303196e+00	1.030030e+02	3.080000e+02	1.340682e-01	2.500949e-02	1.340615e-03	1.340615e-03	1.675769e-03	5.329203e-02	3.905625e-02	4.185265e-02	2.084994e-02	3.393671e-02	8.078528e-03	7.972670e-03	7.000000e+00	1.000000e-04	1.704129e-04	1.478815e+01	3.000000e-02	2.689788e-01
38            	5.384630e-03	2.478840e-03	3.881807e-02	3.844632e-03	3.889991e-03	7.508736e-03	1.327617e+00	1.030031e+02	3.080000e+02	1.341346e-01	2.517466e-02	1.341281e-03	1.341281e-03	1.676601e-03	5.365063e-02	3.934625e-02	4.213170e-02	2.100543e-02	3.421210e-02	8.131661e-03	7.975239e-03	7.000000e+00	1.000000e-04	1.691152e-04	1.526587e+01	3.000000e-02	2.691893e-01
39            	5.351366e-03	2.461983e-03	3.846662e-02	3.816222e-03	3.860246e-03	7.457347e-03	1.352012e+00	1.030031e+02	3.080000e+02	1.341995e-01	2.533605e-02	1.341930e-03	1.341930e-03	1.677413e-03	5.400271e-02	3.963098e-02	4.240278e-02	2.115789e-02	3.448224e-02	8.183740e-03	7.978111e-03	7.000000e+00	1.000000e-04	1.679108e-04	1.574615e+01	3.000000e-02	2.693883e-01
40            	5.319128e-03	2.445666e-03	3.814898e-02	3.788805e-03	3.831546e-03	7.407745e-03	1.376387e+00	1.030032e+02	3.080000e+02	1.342629e-01	2.549388e-02	1.342566e-03	1.342566e-03	1.678207e-03	5.434840e-02	3.991054e-02	4.266671e-02	2.130738e-02	3.474722e-02	8.234788e-03	7.981276e-03	7.000000e+00	1.000000e-04	1.667822e-04	1.622893e+01	3.000000e-02	2.695788e-01
41            	5.287875e-03	2.429867e-03	3.785770e-02	3.762334e-03	3.803841e-03	7.359846e-03	1.400749e+00	1.030033e+02	3.080000e+02	1.343249e-01	2.564836e-02	1.343188e-03	1.343188e-03	1.678985e-03	5.468780e-02	4.018502e-02	4.292413e-02	2.145397e-02	3.500716e-02	8.284828e-03	7.984727e-03	7.000000e+00	1.000000e-04	1.657163e-04	1.671418e+01	3.000000e-02	2.697631e-01
42            	5.257570e-03	2.414563e-03	3.758737e-02	3.736768e-03	3.777086e-03	7.313572e-03	1.425099e+00	1.030033e+02	3.080000e+02	1.343857e-01	2.579964e-02	1.343797e-03	1.343797e-03	1.679746e-03	5.502104e-02	4.045452e-02	4.317554e-02	2.159772e-02	3.526215e-02	8.333881e-03	7.988454e-03	7.000000e+00	1.000000e-04	1.647033e-04	1.720186e+01	3.000000e-02	2.699427e-01
43            	5.228176e-03	2.399736e-03	3.733399e-02	3.712065e-03	3.751238e-03	7.268849e-03	1.449441e+00	1.030034e+02	3.080000e+02	1.344453e-01	2.594784e-02	1.344394e-03	1.344394e-03	1.680492e-03	5.534822e-02	4.071912e-02	4.342130e-02	2.173867e-02	3.551229e-02	8.381971e-03	7.992450e-03	7.000000e+00	1.000000e-04	1.637358e-04	1.769192e+01	3.000000e-02	2.701189e-01
44            	5.199658e-03	2.385367e-03	3.709463e-02	3.688187e-03	3.726257e-03	7.225610e-03	1.473776e+00	1.030034e+02	3.080000e+02	1.345037e-01	2.609309e-02	1.344979e-03	1.344979e-03	1.681223e-03	5.566946e-02	4.097891e-02	4.366171e-02	2.187691e-02	3.575768e-02	8.429117e-03	7.996705e-03	7.000000e+00	1.000000e-04	1.628083e-04	1.818434e+01	3.000000e-02	2.702924e-01
45            	5.171983e-03	2.371436e-03	3.686712e-02	3.665097e-03	3.702104e-03	7.183787e-03	1.498106e+00	1.030035e+02	3.080000e+02	1.345609e-01	2.623546e-02	1.345552e-03	1.345552e-03	1.681940e-03	5.598487e-02	4.123399e-02	4.389704e-02	2.201247e-02	3.599841e-02	8.475340e-03	8.001214e-03	7.000000e+00	1.000000e-04	1.619165e-04	1.867907e+01	3.000000e-02	2.704640e-01
46            	5.145119e-03	2.357926e-03	3.664985e-02	3.642760e-03	3.678743e-03	7.143320e-03	1.522432e+00	1.030035e+02	3.080000e+02	1.346171e-01	2.637504e-02	1.346115e-03	1.346115e-03	1.682644e-03	5.629455e-02	4.148442e-02	4.412746e-02	2.214542e-02	3.623459e-02	8.520661e-03	8.005968e-03	7.000000e+00	1.000000e-04	1.610570e-04	1.917608e+01	3.000000e-02	2.706341e-01
47            	5.119035e-03	2.344822e-03	3.644158e-02	3.621144e-03	3.656138e-03	7.104149e-03	1.546754e+00	1.030036e+02	3.080000e+02	1.346721e-01	2.651191e-02	1.346667e-03	1.346667e-03	1.683333e-03	5.659861e-02	4.173032e-02	4.435316e-02	2.227582e-02	3.646629e-02	8.565098e-03	8.010962e-03	7.000000e+00	1.000000e-04	1.602272e-04	1.967532e+01	3.000000e-02	2.708029e-01
48            	5.093702e-03	2.332106e-03	3.624138e-02	3.600217e-03	3.634257e-03	7.066219e-03	1.571073e+00	1.030036e+02	3.080000e+02	1.347262e-01	2.664613e-02	1.347208e-03	1.347208e-03	1.684010e-03	5.689715e-02	4.197174e-02	4.457429e-02	2.240371e-02	3.669361e-02	8.608670e-03	8.016189e-03	7.000000e+00	1.000000e-04	1.594250e-04	2.017677e+01	3.000000e-02	2.709707e-01
49            	5.069092e-03	2.319765e-03	3.604852e-02	3.579951e-03	3.613070e-03	7.029477e-03	1.595389e+00	1.030037e+02	3.080000e+02	1.347792e-01	2.677777e-02	1.347739e-03	1.347739e-03	1.684674e-03	5.719026e-02	4.220878e-02	4.479097e-02	2.252914e-02	3.691663e-02	8.651397e-03	8.021643e-03	7.000000e+00	1.000000e-04	1.586486e-04	2.068039e+01	3.000000e-02	2.711378e-01
50            	5.045178e-03	2.307784e-03	3.586241e-02	3.560318e-03	3.592547e-03	6.993875e-03	1.619703e+00	1.030038e+02	3.080000e+02	1.348312e-01	2.690688e-02	1.348261e-03	1.348261e-03	1.685326e-03	5.747806e-02	4.244151e-02	4.500333e-02	2.265217e-02	3.713545e-02	8.693295e-03	8.027319e-03	7.000000e+00	1.000000e-04	1.578965e-04	2.118614e+01	3.000000e-02	2.713041e-01
51            	5.021936e-03	2.296149e-03	3.568258e-02	3.541291e-03	3.572660e-03	6.959364e-03	1.644015e+00	1.030038e+02	3.080000e+02	1.348823e-01	2.703351e-02	1.348772e-03	1.348772e-03	1.685965e-03	5.776064e-02	4.267002e-02	4.521147e-02	2.277285e-02	3.735013e-02	8.734383e-03	8.033210e-03	7.000000e+00	1.000000e-04	1.571675e-04	2.169398e+01	3.000000e-02	2.714699e-01
52            	4.999341e-03	2.284848e-03	3.550864e-02	3.522846e-03	3.553385e-03	6.925900e-03	1.668325e+00	1.030039e+02	3.080000e+02	1.349324e-01	2.715773e-02	1.349274e-03	1.349274e-03	1.686593e-03	5.803810e-02	4.289438e-02	4.541550e-02	2.289122e-02	3.756077e-02	8.774677e-03	8.039312e-03	7.000000e+00	1.000000e-04	1.564604e-04	2.220390e+01	3.000000e-02	2.716352e-01
53            	4.977369e-03	2.273868e-03	3.534025e-02	3.504959e-03	3.534694e-03	6.893441e-03	1.692633e+00	1.030039e+02	3.080000e+02	1.349816e-01	2.727959e-02	1.349767e-03	1.349767e-03	1.687208e-03	5.831052e-02	4.311466e-02	4.561552e-02	2.300733e-02	3.776745e-02	8.814194e-03	8.045619e-03	7.000000e+00	1.000000e-04	1.557742e-04	2.271585e+01	3.000000e-02	2.718001e-01
54            	4.956000e-03	2.263197e-03	3.517713e-02	3.487609e-03	3.516567e-03	6.861947e-03	1.716939e+00	1.030040e+02	3.080000e+02	1.350298e-01	2.739912e-02	1.350250e-03	1.350250e-03	1.687813e-03	5.857800e-02	4.333095e-02	4.581161e-02	2.312122e-02	3.797023e-02	8.852950e-03	8.052127e-03	7.000000e+00	1.000000e-04	1.551080e-04	2.322979e+01	3.000000e-02	2.719646e-01
55            	4.935212e-03	2.252824e-03	3.501901e-02	3.470773e-03	3.498979e-03	6.831380e-03	1.741243e+00	1.030040e+02	3.080000e+02	1.350772e-01	2.751639e-02	1.350725e-03	1.350725e-03	1.688406e-03	5.884063e-02	4.354331e-02	4.600386e-02	2.323295e-02	3.816920e-02	8.890962e-03	8.058831e-03	7.000000e+00	1.000000e-04	1.544610e-04	2.374571e+01	3.000000e-02	2.721287e-01
56            	4.914984e-03	2.242739e-03	3.486566e-02	3.454431e-03	3.481911e-03	6.801705e-03	1.765546e+00	1.030041e+02	3.080000e+02	1.351237e-01	2.763143e-02	1.351191e-03	1.351191e-03	1.688988e-03	5.909850e-02	4.375181e-02	4.619236e-02	2.334256e-02	3.836444e-02	8.928243e-03	8.065727e-03	7.000000e+00	1.000000e-04	1.538324e-04	2.426357e+01	3.000000e-02	2.722925e-01
57            	4.895298e-03	2.232931e-03	3.471689e-02	3.438566e-03	3.465342e-03	6.772887e-03	1.789847e+00	1.030042e+02	3.080000e+02	1.351693e-01	2.774430e-02	1.351648e-03	1.351648e-03	1.689560e-03	5.935169e-02	4.395653e-02	4.637720e-02	2.345008e-02	3.855601e-02	8.964810e-03	8.072810e-03	7.000000e+00	1.000000e-04	1.532216e-04	2.478333e+01	3.000000e-02	2.724560e-01
58            	4.876135e-03	2.223391e-03	3.457248e-02	3.423159e-03	3.449253e-03	6.744893e-03	1.814147e+00	1.030042e+02	3.080000e+02	1.352141e-01	2.785503e-02	1.352097e-03	1.352097e-03	1.690121e-03	5.960030e-02	4.415753e-02	4.655844e-02	2.355556e-02	3.874398e-02	9.000677e-03	8.080077e-03	7.000000e+00	1.000000e-04	1.526277e-04	2.530498e+01	3.000000e-02	2.726192e-01
59            	4.857479e-03	2.214109e-03	3.443228e-02	3.408192e-03	3.433626e-03	6.717694e-03	1.838444e+00	1.030043e+02	3.080000e+02	1.352581e-01	2.796367e-02	1.352537e-03	1.352537e-03	1.690671e-03	5.984441e-02	4.435489e-02	4.673616e-02	2.365904e-02	3.892843e-02	9.035859e-03	8.087523e-03	7.000000e+00	1.000000e-04	1.520503e-04	2.582847e+01	3.000000e-02	2.727822e-01
60            	4.839311e-03	2.205077e-03	3.429611e-02	3.393649e-03	3.418445e-03	6.691260e-03	1.862741e+00	1.030043e+02	3.080000e+02	1.353012e-01	2.807027e-02	1.352970e-03	1.352970e-03	1.691212e-03	6.008409e-02	4.454866e-02	4.691045e-02	2.376056e-02	3.910942e-02	9.070368e-03	8.095145e-03	7.000000e+00	1.000000e-04	1.514887e-04	2.635378e+01	3.000000e-02	2.729449e-01
61            	4.821616e-03	2.196286e-03	3.416381e-02	3.379516e-03	3.403691e-03	6.665562e-03	1.887035e+00	1.030044e+02	3.080000e+02	1.353436e-01	2.817485e-02	1.353394e-03	1.353394e-03	1.691743e-03	6.031943e-02	4.473892e-02	4.708137e-02	2.386015e-02	3.928703e-02	9.104219e-03	8.102939e-03	7.000000e+00	1.000000e-04	1.509423e-04	2.688089e+01	3.000000e-02	2.731074e-01
