# Region      : all 
# Cells       : 1
# Volume      : 2.500000e+01
# Time        	max(psi4)	max(psi5)	max(psi6)	max(psi7)	max(psi77)	max(psi777)	max(psi8)	max(psiIN)	max(T)	max(Xc)	max(XH2)	max(X1)	max(X2)	max(X3)	max(X4)	max(X5)	max(X6)	max(X7)	max(X77)	max(X777)	max(X8)	max(pH)	max(Hplus)	max(H2)	max(CO2)	max(amm)	max(CH4)
1             	1.574985e-01	1.305119e-01	2.149174e-01	1.149033e-02	1.698551e-02	1.190504e-02	3.889098e-02	1.030003e+02	3.080000e+02	1.614702e+00	4.785415e-03	1.686336e-02	1.686336e-02	2.107920e-02	1.374206e-02	9.571986e-03	6.439075e-03	2.501991e-03	2.563017e-03	1.391163e-03	8.639714e-03	7.000000e+00	1.000000e-04	2.070486e-03	2.730316e-01	3.000000e-02	9.125731e-03
2             	1.773558e-01	8.211782e-02	3.664240e-01	4.903023e-02	7.106280e-02	4.924265e-02	1.660076e-01	1.030014e+02	3.080000e+02	1.078336e+00	6.840966e-03	1.121771e-02	1.121771e-02	1.402214e-02	2.605375e-02	2.417395e-02	7.165254e-03	2.836696e-03	3.357317e-03	1.479790e-03	8.540772e-03	7.000000e+00	1.000000e-04	3.592103e-03	5.126517e-01	3.000000e-02	4.330142e-02
3             	9.299385e-02	2.105945e-02	4.606501e-01	7.707264e-02	1.154209e-01	9.678627e-02	3.123604e-01	1.030023e+02	3.080000e+02	7.537501e-01	9.753986e-03	7.800233e-03	7.800233e-03	9.750291e-03	4.375101e-02	3.593869e-02	8.183049e-03	3.714104e-03	5.776144e-03	1.700616e-03	8.488550e-03	7.000000e+00	1.000000e-04	2.263993e-03	8.298290e-01	3.000000e-02	9.046499e-02
4             	3.476159e-02	1.127674e-02	5.188011e-01	8.576436e-02	1.213334e-01	1.256166e-01	4.233549e-01	1.030026e+02	3.080000e+02	5.574803e-01	1.207056e-02	5.733634e-03	5.733634e-03	7.167043e-03	5.566830e-02	4.129194e-02	9.462411e-03	5.131149e-03	1.089019e-02	2.037507e-03	8.455370e-03	7.000000e+00	1.000000e-04	1.298025e-03	1.215316e+00	3.000000e-02	1.273451e-01
5             	1.876985e-02	7.802197e-03	5.532713e-01	8.537050e-02	9.858529e-02	1.380180e-01	5.201693e-01	1.030028e+02	3.080000e+02	4.388891e-01	1.395373e-02	4.484804e-03	4.484804e-03	5.606005e-03	6.146573e-02	4.475470e-02	1.101388e-02	7.374717e-03	1.923647e-02	2.478345e-03	8.431452e-03	7.000000e+00	1.000000e-04	1.050762e-03	1.653759e+00	3.000000e-02	1.566451e-01
6             	1.359584e-02	6.007740e-03	5.712380e-01	7.529129e-02	6.415493e-02	1.447657e-01	6.157279e-01	1.030030e+02	3.080000e+02	3.673671e-01	1.581016e-02	3.731446e-03	3.731446e-03	4.664308e-03	6.504835e-02	4.723922e-02	1.286385e-02	1.101120e-02	2.872610e-02	3.033083e-03	8.413786e-03	7.000000e+00	1.000000e-04	9.395799e-04	2.140751e+00	3.000000e-02	1.848064e-01
7             	1.108284e-02	4.998378e-03	5.767410e-01	5.510386e-02	3.699727e-02	1.490467e-01	7.069183e-01	1.030031e+02	3.080000e+02	3.243666e-01	1.766715e-02	3.278344e-03	3.278344e-03	4.097930e-03	6.767547e-02	4.914443e-02	1.504672e-02	1.629613e-02	3.607544e-02	3.724990e-03	8.400764e-03	7.000000e+00	1.000000e-04	8.473108e-04	2.669157e+00	3.000000e-02	2.122636e-01
8             	9.656579e-03	4.401176e-03	5.719287e-01	3.216560e-02	2.108565e-02	1.483051e-01	7.935943e-01	1.030031e+02	3.080000e+02	2.986214e-01	1.952853e-02	3.006932e-03	3.006932e-03	3.758665e-03	6.976993e-02	5.069832e-02	1.760054e-02	2.185138e-02	4.076186e-02	4.580900e-03	8.391234e-03	7.000000e+00	1.000000e-04	7.790645e-04	3.227628e+00	3.000000e-02	2.390917e-01
9             	8.794751e-03	4.032214e-03	5.578351e-01	1.681309e-02	1.257065e-02	1.383414e-01	8.781711e-01	1.030032e+02	3.080000e+02	2.832870e-01	2.141365e-02	2.845178e-03	2.845178e-03	3.556472e-03	7.154405e-02	5.203546e-02	2.056294e-02	2.569399e-02	4.372058e-02	5.615408e-03	8.384462e-03	7.000000e+00	1.000000e-04	7.328658e-04	3.807421e+00	3.000000e-02	2.656088e-01
10            	8.247741e-03	3.793564e-03	5.348957e-01	9.783612e-03	8.446719e-03	1.194889e-01	9.637138e-01	1.030033e+02	3.080000e+02	2.742166e-01	2.336917e-02	2.749416e-03	2.749416e-03	3.436769e-03	7.311936e-02	5.323600e-02	2.396565e-02	2.775530e-02	4.565077e-02	6.815532e-03	8.379985e-03	7.000000e+00	1.000000e-04	7.089826e-04	4.403255e+00	3.000000e-02	2.925514e-01
11            	7.882106e-03	3.631027e-03	5.033301e-01	7.037244e-03	6.653044e-03	9.499471e-02	1.052748e+00	1.030034e+02	3.080000e+02	2.689175e-01	2.543061e-02	2.693376e-03	2.693376e-03	3.366720e-03	7.456743e-02	5.434794e-02	2.782676e-02	2.889455e-02	4.702234e-02	8.128119e-03	8.377512e-03	7.000000e+00	1.000000e-04	6.885139e-04	5.012079e+00	3.000000e-02	3.204623e-01
12            	7.623574e-03	3.513922e-03	4.634679e-01	5.971459e-03	5.889107e-03	6.878771e-02	1.145702e+00	1.030035e+02	3.080000e+02	2.658963e-01	2.757019e-02	2.661319e-03	2.661319e-03	3.326649e-03	7.593093e-02	5.540017e-02	3.213995e-02	2.965905e-02	4.812853e-02	9.445546e-03	8.376832e-03	7.000000e+00	1.000000e-04	6.535123e-04	5.632247e+00	3.000000e-02	3.488926e-01
13            	7.429754e-03	3.424544e-03	4.160598e-01	5.517750e-03	5.532474e-03	4.530165e-02	1.240995e+00	1.030035e+02	3.080000e+02	2.642537e-01	2.970020e-02	2.643777e-03	2.643777e-03	3.304722e-03	7.723558e-02	5.641020e-02	3.686043e-02	3.027611e-02	4.911263e-02	1.061381e-02	8.377754e-03	7.000000e+00	1.000000e-04	5.991959e-04	6.262816e+00	3.000000e-02	3.764818e-01
14            	7.275929e-03	3.352486e-03	3.625813e-01	5.287934e-03	5.333898e-03	2.817055e-02	1.336271e+00	1.030036e+02	3.080000e+02	2.634438e-01	3.172171e-02	2.635006e-03	2.635006e-03	3.293758e-03	7.849699e-02	5.738873e-02	4.188906e-02	3.083060e-02	5.003535e-02	1.150080e-02	8.380083e-03	7.000000e+00	1.000000e-04	5.363044e-04	6.903089e+00	3.000000e-02	4.017382e-01
15            	7.147439e-03	3.291534e-03	3.054728e-01	5.144587e-03	5.200081e-03	1.810983e-02	1.429816e+00	1.030037e+02	3.080000e+02	2.631329e-01	3.358465e-02	2.631496e-03	2.631496e-03	3.289370e-03	7.972469e-02	5.834231e-02	4.705947e-02	3.135407e-02	5.092179e-02	1.208755e-02	8.383634e-03	7.000000e+00	1.000000e-04	4.793288e-04	7.552469e+00	3.000000e-02	4.239677e-01
16            	7.035485e-03	3.237940e-03	2.481745e-01	5.038241e-03	5.095899e-03	1.315488e-02	1.520580e+00	1.030038e+02	3.080000e+02	2.631165e-01	3.528599e-02	2.631098e-03	2.631098e-03	3.288872e-03	8.092453e-02	5.927500e-02	5.213850e-02	3.185880e-02	5.178283e-02	1.245953e-02	8.388243e-03	7.000000e+00	1.000000e-04	4.308324e-04	8.210480e+00	3.000000e-02	4.432193e-01
17            	6.934722e-03	3.189413e-03	1.947430e-01	4.950105e-03	5.007327e-03	1.094786e-02	1.607260e+00	1.030039e+02	3.080000e+02	2.632685e-01	3.682082e-02	2.632487e-03	2.632487e-03	3.290609e-03	8.210012e-02	6.018928e-02	5.685444e-02	3.234995e-02	5.262367e-02	1.271510e-02	8.393764e-03	7.000000e+00	1.000000e-04	3.855615e-04	8.876789e+00	3.000000e-02	4.595086e-01
18            	6.841832e-03	3.144518e-03	1.489350e-01	4.872347e-03	4.928169e-03	9.984896e-03	1.688245e+00	1.030040e+02	3.080000e+02	2.635096e-01	3.816743e-02	2.634833e-03	2.634833e-03	3.293541e-03	8.325367e-02	6.108669e-02	6.096060e-02	3.282998e-02	5.344700e-02	1.291642e-02	8.400067e-03	7.000000e+00	1.000000e-04	3.411540e-04	9.551168e+00	3.000000e-02	4.725900e-01
19            	6.754700e-03	3.102332e-03	1.130551e-01	4.801278e-03	4.855333e-03	9.537809e-03	1.762440e+00	1.030041e+02	3.080000e+02	2.637889e-01	3.930915e-02	2.637603e-03	2.637603e-03	3.297004e-03	8.438655e-02	6.196817e-02	6.431336e-02	3.330016e-02	5.425435e-02	1.309359e-02	8.407032e-03	7.000000e+00	1.000000e-04	3.000076e-04	1.023345e+01	3.000000e-02	4.823021e-01
20            	6.671969e-03	3.062261e-03	8.730955e-02	4.734939e-03	4.787098e-03	9.296596e-03	1.829889e+00	1.030042e+02	3.080000e+02	2.640750e-01	4.025420e-02	2.640467e-03	2.640467e-03	3.300583e-03	8.549954e-02	6.283427e-02	6.691406e-02	3.376119e-02	5.504659e-02	1.325941e-02	8.414558e-03	7.000000e+00	1.000000e-04	2.657597e-04	1.092348e+01	3.000000e-02	4.888717e-01
21            	6.592801e-03	3.023935e-03	7.016942e-02	4.672203e-03	4.722447e-03	9.137045e-03	1.891668e+00	1.030043e+02	3.080000e+02	2.643504e-01	4.103512e-02	2.643235e-03	2.643235e-03	3.304044e-03	8.659311e-02	6.368533e-02	6.888152e-02	3.421349e-02	5.582426e-02	1.341906e-02	8.422561e-03	7.000000e+00	1.000000e-04	2.401368e-04	1.162113e+01	3.000000e-02	4.928919e-01
22            	6.516710e-03	2.987138e-03	5.937296e-02	4.612410e-03	4.660776e-03	9.010872e-03	1.949292e+00	1.030044e+02	3.080000e+02	2.646075e-01	4.169424e-02	2.645826e-03	2.645826e-03	3.307282e-03	8.766756e-02	6.452155e-02	7.038176e-02	3.465731e-02	5.658769e-02	1.357456e-02	8.430983e-03	7.000000e+00	1.000000e-04	2.224429e-04	1.232627e+01	3.000000e-02	4.950883e-01
23            	6.443437e-03	2.951750e-03	5.279512e-02	4.555178e-03	4.601734e-03	8.899613e-03	2.004167e+00	1.030045e+02	3.080000e+02	2.648450e-01	4.227003e-02	2.648220e-03	2.648220e-03	3.310275e-03	8.872307e-02	6.534307e-02	7.156810e-02	3.509282e-02	5.733710e-02	1.372670e-02	8.439778e-03	7.000000e+00	1.000000e-04	2.107497e-04	1.303879e+01	3.000000e-02	4.961050e-01
24            	6.372840e-03	2.917703e-03	4.883166e-02	4.500287e-03	4.545116e-03	8.796273e-03	2.057348e+00	1.030046e+02	3.080000e+02	2.650647e-01	4.279123e-02	2.650433e-03	2.650433e-03	3.313042e-03	8.975984e-02	6.615004e-02	7.255546e-02	3.552016e-02	5.807268e-02	1.387580e-02	8.448916e-03	7.000000e+00	1.000000e-04	2.030732e-04	1.375854e+01	3.000000e-02	4.964162e-01
25            	6.304832e-03	2.884948e-03	4.641573e-02	4.447604e-03	4.490794e-03	8.698203e-03	2.109536e+00	1.030047e+02	3.080000e+02	2.652695e-01	4.327684e-02	2.652496e-03	2.652496e-03	3.315619e-03	9.077807e-02	6.694262e-02	7.342002e-02	3.593944e-02	5.879463e-02	1.402201e-02	8.458375e-03	7.000000e+00	1.000000e-04	1.978924e-04	1.448542e+01	3.000000e-02	4.963322e-01
26            	6.239339e-03	2.853445e-03	4.489023e-02	4.397035e-03	4.438669e-03	8.604375e-03	2.161162e+00	1.030048e+02	3.080000e+02	2.654626e-01	4.373861e-02	2.654437e-03	2.654437e-03	3.318046e-03	9.177800e-02	6.772099e-02	7.420867e-02	3.635078e-02	5.950314e-02	1.416540e-02	8.468136e-03	7.000000e+00	1.000000e-04	1.941993e-04	1.521930e+01	3.000000e-02	4.960419e-01
27            	6.176284e-03	2.823149e-03	4.386916e-02	4.348495e-03	4.388655e-03	8.514352e-03	2.212479e+00	1.030049e+02	3.080000e+02	2.656463e-01	4.418344e-02	2.656282e-03	2.656282e-03	3.320353e-03	9.275987e-02	6.848536e-02	7.494902e-02	3.675432e-02	6.019841e-02	1.430604e-02	8.478187e-03	7.000000e+00	1.000000e-04	1.913777e-04	1.596006e+01	3.000000e-02	4.956547e-01
28            	6.115584e-03	2.794014e-03	4.313251e-02	4.301905e-03	4.340663e-03	8.427897e-03	2.263629e+00	1.030050e+02	3.080000e+02	2.658226e-01	4.461537e-02	2.658053e-03	2.658053e-03	3.322566e-03	9.372398e-02	6.923593e-02	7.565687e-02	3.715019e-02	6.088068e-02	1.444397e-02	8.488513e-03	7.000000e+00	1.000000e-04	1.890683e-04	1.670758e+01	3.000000e-02	4.952318e-01
29            	6.057146e-03	2.765993e-03	4.255732e-02	4.257179e-03	4.294605e-03	8.344844e-03	2.314693e+00	1.030051e+02	3.080000e+02	2.659931e-01	4.503668e-02	2.659763e-03	2.659763e-03	3.324703e-03	9.467060e-02	6.997293e-02	7.634116e-02	3.753854e-02	6.155018e-02	1.457924e-02	8.499106e-03	7.000000e+00	1.000000e-04	1.870671e-04	1.746174e+01	3.000000e-02	4.948064e-01
